EASTING,NORTHING,DIP,DIP_DIR,count,kappa,beta
224642,6467727,34,100,1,1e-06,0.0
225642,6248727,3,57,2,1e-06,0.0
225642,6351727,39,260,1,1e-06,4.99e-07
225642,6356727,34,285,1,1e-06,4.99e-07
225642,6377727,9,175,1,1e-06,4.99e-07
225642,6388727,40,95,1,1e-06,0.0
225642,6396727,2,115,2,1e-06,0.0
225642,6398727,5,265,1,1e-06,4.99e-07
225642,6399727,29,285,1,1e-06,4.99e-07
225642,6423727,70,300,1,1e-06,4.99e-07
225642,6456727,29,335,1,1e-06,0.0
225642,6461727,69,112,2,1e-06,0.0
225642,6462727,44,115,1,1e-06,0.0
225642,6466727,49,100,1,1e-06,0.0
225642,6467727,34,80,1,1e-06,0.0
226642,6351727,34,275,1,1e-06,4.99e-07
226642,6369727,9,265,1,1e-06,4.99e-07
226642,6375727,32,268,2,1e-06,4.99e-07
226642,6377727,19,190,1,1e-06,0.0
226642,6395727,5,190,1,1e-06,0.0
226642,6437727,90,110,1,1e-06,4.99e-07
226642,6441727,60,295,1,1e-06,4.99e-07
226642,6451727,29,160,1,1e-06,4.99e-07
226642,6454727,0,0,1,inf,0.0
227642,6225727,29,105,1,1e-06,0.0
227642,6343727,80,268,1,1e-06,4.99e-07
227642,6345727,72,47,1,1e-06,4.99e-07
227642,6346727,60,260,1,1e-06,4.99e-07
227642,6349727,19,100,1,1e-06,0.0
227642,6350727,44,265,1,1e-06,4.99e-07
227642,6355727,14,75,1,1e-06,0.0
227642,6359727,9,355,1,1e-06,0.0
227642,6369727,45,245,1,1e-06,4.99e-07
227642,6393727,9,275,1,1e-06,4.99e-07
227642,6399727,29,265,1,1e-06,4.99e-07
227642,6400727,9,255,1,1e-06,4.99e-07
227642,6402727,5,150,1,1e-06,4.99e-07
227642,6403727,39,125,1,1e-06,4.99e-07
227642,6404727,19,265,1,1e-06,4.99e-07
227642,6408727,19,260,1,1e-06,4.99e-07
227642,6413727,60,75,1,1e-06,0.0
227642,6418727,29,275,1,1e-06,4.99e-07
227642,6445727,65,290,1,1e-06,4.99e-07
227642,6450727,60,155,1,1e-06,4.99e-07
228642,6342727,83,267,1,1e-06,4.99e-07
228642,6343727,53,284,2,1e-06,0.0
228642,6355727,34,80,1,1e-06,0.0
228642,6356727,25,55,1,1e-06,4.99e-07
228642,6357727,25,40,1,1e-06,4.99e-07
228642,6394727,19,239,1,1e-06,4.99e-07
228642,6399727,39,260,1,1e-06,4.99e-07
228642,6404727,39,130,1,1e-06,4.99e-07
228642,6406727,19,275,1,1e-06,4.99e-07
228642,6415727,14,285,1,1e-06,4.99e-07
228642,6445727,69,295,1,1e-06,4.99e-07
229642,6340727,57,60,4,1e-06,0.0
229642,6341727,78,99,3,1e-06,4.99e-07
229642,6342727,36,304,7,1e-06,4.99e-07
229642,6343727,30,325,3,1e-06,4.99e-07
229642,6344727,31,358,3,1e-06,4.99e-07
229642,6352727,44,60,1,1e-06,4.99e-07
229642,6370727,54,260,1,1e-06,4.99e-07
229642,6372727,44,270,1,inf,0.0
229642,6378727,35,290,1,1e-06,4.99e-07
229642,6448727,44,300,1,1e-06,4.99e-07
230642,6233727,17,100,1,1e-06,0.0
230642,6291727,19,93,1,1e-06,0.0
230642,6293727,19,80,2,1e-06,4.99e-07
230642,6294727,27,88,1,1e-06,0.0
230642,6295727,17,78,1,1e-06,0.0
230642,6300727,10,96,1,1e-06,0.0
230642,6336727,90,83,1,1e-06,4.99e-07
230642,6339727,25,355,1,1e-06,0.0
230642,6340727,17,349,2,1e-06,4.99e-07
230642,6342727,14,1,2,1e-06,0.0
230642,6343727,25,40,6,1e-06,0.0
230642,6349727,29,0,1,1e-06,0.0
230642,6352727,49,45,1,1e-06,4.99e-07
230642,6363727,29,260,1,1e-06,4.99e-07
230642,6364727,44,290,1,1e-06,4.99e-07
