EASTING,NORTHING,DIP,DIP_DIR
262642,6302727,25,254
262642,6303727,12,251
262642,6311727,18,220
262642,6314727,35,266
262642,6321727,75,90
262642,6323727,18,70
262642,6326727,40,268
262642,6334727,71,95
262642,6337727,61,95
262642,6340727,66,108
262642,6344727,38,302
262642,6398727,52,274
262642,6402727,48,298
262642,6413727,44,275
262642,6415727,0,0
262642,6419727,85,265
262642,6443727,60,150
262642,6447727,19,330
262642,6448727,34,310
262642,6465727,44,280
262642,6477727,70,201
262642,6478727,62,218
263642,6268727,29,85
263642,6269727,27,86
263642,6271727,49,83
263642,6279727,34,74
263642,6286727,17,63
263642,6289727,14,22
263642,6295727,37,63
263642,6298727,28,86
263642,6300727,30,271
263642,6302727,12,230
263642,6303727,22,234
263642,6305727,20,244
263642,6306727,34,248
263642,6307727,25,224
263642,6315727,38,107
263642,6316727,38,123
263642,6323727,54,70
263642,6326727,60,83
263642,6329727,43,72
263642,6332727,64,98
263642,6333727,69,84
263642,6337727,54,94
263642,6342727,80,104
263642,6345727,79,98
263642,6359727,75,90
263642,6362727,55,95
263642,6400727,38,308
263642,6401727,39,277
263642,6402727,35,294
263642,6403727,44,285
263642,6404727,69,290
263642,6410727,44,295
263642,6429727,75,300
263642,6438727,25,225
263642,6477727,78,189
263642,6478727,67,161
264642,6257727,44,70
264642,6266727,10,104
264642,6268727,35,83
264642,6273727,35,83
264642,6274727,48,83
264642,6277727,25,86
264642,6286727,19,56
264642,6297727,24,90
264642,6298727,36,93
264642,6299727,32,118
264642,6300727,34,98
264642,6302727,25,106
264642,6303727,29,109
264642,6304727,29,117
264642,6306727,44,250
264642,6321727,76,80
264642,6322727,68,70
264642,6325727,37,84
264642,6327727,46,80
264642,6329727,58,70
264642,6333727,64,88
264642,6334727,64,79
264642,6340727,76,99
264642,6341727,80,95
264642,6343727,80,90
264642,6345727,81,104
264642,6399727,22,114
264642,6400727,14,292
264642,6401727,42,286
264642,6402727,21,291
264642,6403727,33,303
264642,6404727,39,308
264642,6414727,80,250
264642,6418727,69,40
264642,6422727,75,95
264642,6427727,80,110
264642,6430727,40,290
264642,6431727,34,320
264642,6440727,19,175
264642,6442727,44,170
264642,6477727,52,169
264642,6478727,84,334
265642,6256727,9,72
265642,6262727,14,104
265642,6268727,29,76
265642,6269727,30,88
265642,6272727,31,91
265642,6274727,25,97
265642,6275727,90,95
265642,6276727,54,94
265642,6277727,7,89
265642,6278727,16,127
265642,6282727,16,69
265642,6284727,24,30
265642,6290727,25,63
265642,6291727,23,50
265642,6292727,54,93
265642,6296727,49,73
265642,6304727,37,115
265642,6305727,69,94
265642,6306727,62,100
265642,6311727,29,87
265642,6313727,22,85
265642,6323727,67,58
265642,6324727,72,89
265642,6328727,67,76
265642,6334727,60,82
265642,6341727,80,107
265642,6343727,85,93
265642,6345727,80,98
265642,6357727,80,270
265642,6366727,25,265
265642,6400727,17,130
265642,6402727,9,319
265642,6403727,21,292
265642,6405727,9,65
265642,6409727,70,280
265642,6422727,44,105
265642,6438727,14,250
265642,6477727,65,312
265642,6478727,67,327
266642,6261727,11,305
266642,6264727,11,102
266642,6269727,7,138
266642,6270727,48,81
266642,6274727,41,93
266642,6275727,49,94
266642,6278727,14,89
266642,6282727,15,44
266642,6284727,27,70
266642,6285727,25,65
266642,6288727,29,55
266642,6289727,14,43
266642,6290727,25,67
266642,6295727,17,77
266642,6298727,14,115
266642,6300727,37,96
266642,6301727,50,103
266642,6304727,72,102
266642,6308727,65,95
266642,6312727,64,92
266642,6313727,31,92
266642,6320727,59,84
266642,6324727,50,53
266642,6339727,49,90
266642,6345727,79,94
266642,6398727,39,133
266642,6400727,64,132
266642,6402727,11,149
266642,6403727,14,243
266642,6404727,9,208
266642,6405727,68,98
266642,6406727,55,283
266642,6409727,44,170
266642,6422727,9,60
266642,6424727,34,120
266642,6431727,80,290
266642,6433727,49,310
266642,6444727,49,225
266642,6477727,74,297
266642,6478727,60,295
267642,6235727,85,88
267642,6255727,65,68
267642,6258727,61,278
267642,6259727,10,327
267642,6263727,23,51
267642,6267727,11,34
267642,6269727,19,47
267642,6277727,14,240
267642,6278727,11,73
267642,6279727,6,3
267642,6280727,7,330
267642,6281727,7,18
267642,6284727,26,47
267642,6287727,17,12
267642,6288727,46,305
267642,6289727,14,43
267642,6290727,20,338
267642,6292727,25,298
267642,6293727,13,35
267642,6295727,14,287
267642,6296727,54,276
267642,6297727,9,308
267642,6301727,28,278
267642,6302727,32,109
267642,6305727,31,109
267642,6306727,18,275
267642,6313727,40,89
267642,6314727,48,98
267642,6316727,19,103
267642,6319727,27,73
267642,6330727,13,31
267642,6345727,19,75
267642,6398727,54,129
267642,6403727,29,110
267642,6404727,20,77
267642,6405727,76,28
267642,6406727,46,30
267642,6411727,80,140
267642,6416727,49,40
267642,6435727,60,300
267642,6446727,70,45
267642,6477727,60,300
267642,6478727,58,295
268642,6255727,6,206
268642,6259727,54,60
268642,6261727,8,313
268642,6262727,8,11
268642,6275727,9,169
268642,6276727,6,270
268642,6279727,4,322
268642,6281727,29,310
268642,6282727,32,330
268642,6283727,42,293
268642,6284727,39,278
268642,6286727,69,279
268642,6287727,72,283
268642,6288727,67,284
268642,6289727,61,283
268642,6290727,47,286
268642,6292727,77,271
268642,6294727,88,263
268642,6295727,75,269
268642,6298727,61,283
268642,6299727,61,273
268642,6300727,64,275
268642,6301727,65,281
268642,6305727,37,267
268642,6306727,37,278
268642,6312727,17,248
268642,6313727,6,110
268642,6314727,19,117
268642,6315727,1,64
268642,6316727,13,333
268642,6317727,9,90
268642,6319727,8,65
268642,6321727,17,29
268642,6323727,54,276
268642,6326727,28,294
268642,6327727,46,289
268642,6329727,36,4
268642,6332727,17,233
268642,6336727,34,273
268642,6338727,30,288
268642,6340727,23,284
268642,6342727,29,280
268642,6345727,8,356
268642,6356727,90,100
268642,6366727,75,105
268642,6395727,70,95
268642,6397727,86,126
268642,6398727,49,149
268642,6399727,68,147
268642,6400727,57,149
268642,6402727,57,134
268642,6404727,85,1
268642,6434727,39,145
268642,6450727,49,285
268642,6477727,84,290
268642,6478727,63,287
269642,6250727,9,250
269642,6251727,22,253
269642,6258727,12,260
269642,6259727,9,275
269642,6260727,17,325
269642,6261727,21,323
269642,6262727,21,343
269642,6263727,27,279
269642,6269727,13,252
269642,6270727,57,264
269642,6274727,20,197
269642,6275727,21,261
269642,6276727,42,290
269642,6280727,61,269
269642,6281727,32,277
269642,6282727,36,286
269642,6283727,50,285
269642,6284727,53,274
269642,6285727,61,277
269642,6286727,68,276
269642,6287727,61,274
269642,6288727,59,268
269642,6289727,67,272
269642,6290727,70,264
269642,6292727,82,268
269642,6293727,60,250
269642,6294727,85,269
269642,6295727,71,276
269642,6296727,73,277
269642,6297727,64,276
269642,6300727,74,288
269642,6301727,60,290
269642,6302727,65,282
269642,6304727,74,279
269642,6305727,58,283
269642,6306727,54,275
269642,6308727,59,279
269642,6312727,59,268
269642,6317727,41,306
269642,6327727,75,283
269642,6328727,60,289
269642,6329727,14,297
269642,6333727,10,65
269642,6334727,23,255
269642,6335727,5,229
269642,6337727,41,272
269642,6338727,27,238
269642,6339727,19,242
269642,6341727,34,280
269642,6342727,64,275
269642,6343727,39,280
269642,6345727,27,284
269642,6379727,49,280
269642,6392727,39,130
269642,6398727,80,95
269642,6401727,56,157
269642,6402727,65,65
269642,6405727,75,80
269642,6408727,44,80
269642,6410727,32,107
269642,6411727,25,140
269642,6417727,34,10
269642,6433727,29,135
269642,6444727,19,290
269642,6447727,14,265
269642,6449727,19,140
269642,6478727,84,120
270642,6243727,17,112
270642,6247727,32,246
270642,6248727,25,258
270642,6250727,66,240
270642,6252727,34,244
270642,6254727,19,278
270642,6255727,16,267
270642,6256727,29,246
270642,6257727,40,88
270642,6258727,13,284
270642,6259727,17,356
270642,6260727,22,330
270642,6261727,24,314
270642,6262727,48,290
270642,6263727,34,284
270642,6265727,43,278
270642,6267727,38,296
270642,6268727,55,269
270642,6269727,33,273
270642,6270727,48,261
270642,6273727,46,280
270642,6274727,33,270
270642,6275727,27,272
270642,6276727,30,292
270642,6279727,22,287
270642,6280727,43,286
270642,6281727,22,286
270642,6282727,22,254
270642,6283727,38,256
270642,6284727,44,259
270642,6286727,68,263
270642,6287727,74,261
270642,6288727,73,256
270642,6289727,71,265
270642,6290727,76,261
270642,6291727,76,258
270642,6292727,59,259
270642,6293727,61,239
270642,6294727,68,268
270642,6295727,57,262
270642,6296727,67,297
270642,6297727,54,248
270642,6298727,66,293
270642,6299727,74,287
270642,6300727,77,291
270642,6301727,70,289
270642,6302727,65,295
270642,6304727,73,284
270642,6306727,65,283
270642,6307727,80,278
270642,6308727,67,85
270642,6311727,53,280
270642,6312727,54,270
270642,6313727,50,269
270642,6315727,48,267
270642,6316727,46,283
270642,6317727,48,303
270642,6319727,59,288
270642,6323727,61,275
270642,6324727,30,269
270642,6328727,47,285
270642,6334727,30,272
270642,6336727,36,272
270642,6337727,36,274
270642,6339727,43,266
270642,6340727,58,258
270642,6341727,32,278
270642,6342727,50,263
270642,6343727,60,275
270642,6344727,63,287
270642,6345727,38,277
270642,6347727,34,280
270642,6378727,49,280
270642,6386727,9,290
270642,6387727,14,290
270642,6399727,80,115
270642,6408727,49,95
270642,6429727,80,130
270642,6440727,19,95
270642,6442727,40,85
270642,6443727,40,85
270642,6450727,40,95
270642,6478727,49,115
271642,6241727,35,278
271642,6242727,22,75
271642,6243727,9,184
271642,6248727,46,246
271642,6250727,26,249
271642,6251727,48,247
271642,6252727,25,268
271642,6253727,28,239
271642,6255727,13,328
271642,6256727,13,296
271642,6257727,9,319
271642,6258727,11,336
271642,6259727,14,337
271642,6260727,10,9
271642,6261727,5,314
271642,6262727,23,309
271642,6263727,31,257
271642,6265727,25,293
271642,6266727,40,259
271642,6267727,52,274
271642,6268727,49,270
271642,6270727,63,264
271642,6273727,54,277
271642,6274727,49,282
271642,6275727,46,281
271642,6276727,48,283
271642,6277727,44,287
271642,6278727,39,271
271642,6281727,14,257
271642,6282727,32,254
271642,6283727,14,268
271642,6285727,68,247
271642,6286727,57,254
271642,6287727,52,247
271642,6288727,56,249
271642,6289727,64,252
271642,6290727,59,243
271642,6291727,66,233
271642,6292727,49,235
271642,6293727,62,235
271642,6294727,20,245
271642,6295727,26,331
271642,6296727,27,176
271642,6297727,73,126
271642,6298727,39,59
271642,6299727,61,285
271642,6300727,56,289
271642,6301727,65,294
271642,6302727,49,289
271642,6303727,72,286
271642,6304727,78,291
271642,6305727,68,288
271642,6306727,86,285
271642,6307727,72,268
271642,6308727,67,275
271642,6309727,64,287
271642,6311727,80,278
271642,6314727,80,276
271642,6315727,64,278
271642,6321727,52,281
271642,6323727,68,265
271642,6324727,69,258
271642,6325727,69,262
271642,6326727,46,270
271642,6327727,23,293
271642,6329727,60,298
271642,6331727,48,266
271642,6333727,43,283
271642,6334727,46,277
271642,6335727,76,272
271642,6337727,43,276
271642,6339727,55,278
271642,6341727,52,273
271642,6344727,44,275
271642,6345727,45,277
271642,6369727,69,100
271642,6376727,34,110
271642,6382727,60,40
271642,6383727,19,85
271642,6384727,19,10
271642,6385727,29,105
271642,6392727,0,0
271642,6394727,59,120
271642,6437727,29,30
271642,6478727,80,300
272642,6235727,54,75
272642,6236727,12,51
272642,6241727,22,100
272642,6242727,41,91
272642,6248727,73,251
272642,6249727,10,274
272642,6250727,19,304
272642,6251727,21,147
272642,6252727,32,245
272642,6253727,19,251
272642,6254727,14,297
272642,6255727,14,297
272642,6256727,25,45
272642,6257727,14,16
272642,6258727,23,19
272642,6259727,22,62
272642,6260727,9,334
272642,6262727,40,257
272642,6263727,50,258
272642,6264727,58,260
272642,6265727,66,268
272642,6266727,67,255
272642,6267727,65,260
272642,6268727,52,251
272642,6269727,67,256
272642,6270727,60,265
272642,6271727,66,263
272642,6272727,74,263
272642,6273727,50,269
272642,6275727,72,274
272642,6276727,57,275
272642,6277727,65,278
272642,6278727,52,269
272642,6280727,86,258
272642,6281727,49,258
272642,6282727,52,257
272642,6283727,62,255
272642,6284727,66,252
272642,6285727,65,248
272642,6286727,51,260
272642,6287727,51,254
272642,6288727,39,246
272642,6289727,39,221
272642,6290727,57,245
272642,6291727,45,278
272642,6292727,30,224
272642,6293727,45,172
272642,6294727,52,289
272642,6295727,66,2
272642,6296727,47,113
272642,6297727,49,279
272642,6298727,55,117
272642,6299727,37,190
272642,6300727,55,264
272642,6301727,66,285
272642,6302727,52,291
272642,6303727,58,286
272642,6306727,57,281
272642,6307727,74,272
272642,6308727,61,278
272642,6309727,47,288
272642,6311727,44,300
272642,6312727,71,295
272642,6314727,70,285
272642,6315727,62,285
272642,6316727,65,315
272642,6317727,16,43
272642,6318727,76,273
272642,6319727,75,271
272642,6321727,82,276
272642,6323727,73,266
272642,6325727,69,263
272642,6327727,34,322
272642,6329727,52,307
272642,6330727,31,327
272642,6331727,35,301
272642,6333727,77,273
272642,6334727,64,274
272642,6336727,48,268
272642,6340727,40,264
272642,6345727,71,289
272642,6355727,25,290
272642,6375727,60,100
272642,6379727,60,85
272642,6383727,0,0
272642,6384727,54,280
272642,6385727,80,280
272642,6406727,60,80
272642,6410727,65,105
272642,6420727,49,300
272642,6436727,39,140
273642,6243727,24,258
273642,6246727,48,267
273642,6248727,40,100
273642,6250727,30,226
273642,6251727,6,183
273642,6252727,4,244
273642,6253727,40,69
273642,6254727,9,36
273642,6255727,25,45
273642,6256727,19,28
273642,6257727,19,353
273642,6258727,29,35
273642,6259727,8,272
273642,6261727,73,265
273642,6262727,46,265
273642,6263727,43,261
273642,6265727,60,258
273642,6266727,34,263
273642,6267727,60,256
273642,6268727,58,249
273642,6270727,60,269
273642,6271727,73,217
273642,6272727,35,78
273642,6273727,61,285
273642,6274727,56,69
273642,6275727,52,266
273642,6276727,61,297
273642,6277727,67,270
273642,6278727,64,267
273642,6279727,70,265
273642,6280727,65,264
273642,6282727,60,271
273642,6284727,71,274
273642,6286727,50,266
273642,6287727,21,293
273642,6288727,57,257
273642,6289727,31,296
273642,6290727,46,243
273642,6291727,49,246
273642,6292727,55,252
273642,6293727,57,252
273642,6294727,68,269
273642,6295727,41,213
273642,6296727,61,287
273642,6297727,5,23
273642,6298727,49,156
273642,6299727,41,285
273642,6300727,47,288
273642,6301727,36,297
273642,6302727,29,180
273642,6303727,19,204
273642,6304727,70,132
273642,6305727,31,271
273642,6306727,58,278
273642,6307727,56,273
273642,6309727,76,275
273642,6310727,64,294
273642,6311727,65,283
273642,6312727,52,265
273642,6313727,55,245
273642,6314727,65,275
273642,6315727,65,255
273642,6316727,63,282
273642,6317727,56,283
273642,6318727,51,247
273642,6319727,50,271
273642,6320727,63,269
273642,6321727,65,288
273642,6322727,43,305
273642,6324727,20,295
273642,6325727,20,311
273642,6326727,25,338
273642,6329727,26,23
273642,6334727,79,273
273642,6335727,49,265
273642,6336727,49,268
273642,6340727,46,261
273642,6342727,19,252
273642,6345727,45,298
273642,6346727,49,290
273642,6354727,55,280
273642,6375727,9,95
273642,6387727,70,275
273642,6389727,49,270
273642,6391727,40,265
273642,6400727,60,100
273642,6402727,65,70
273642,6412727,49,110
273642,6416727,49,110
273642,6434727,75,120
273642,6441727,29,280
273642,6445727,14,265
273642,6452727,9,255
273642,6457727,68,270
273642,6458727,76,260
273642,6466727,56,76
274642,6237727,46,258
274642,6246727,14,231
274642,6248727,45,224
274642,6249727,33,92
274642,6250727,18,212
274642,6251727,17,83
274642,6252727,26,227
274642,6253727,27,60
274642,6254727,15,53
274642,6255727,23,264
274642,6256727,21,54
274642,6257727,40,266
274642,6258727,24,85
274642,6259727,64,265
274642,6260727,75,261
274642,6261727,52,268
274642,6262727,34,250
274642,6263727,70,265
274642,6264727,55,106
274642,6265727,35,138
274642,6267727,29,190
274642,6268727,36,270
274642,6269727,76,284
274642,6271727,65,232
274642,6272727,39,110
274642,6273727,75,281
274642,6274727,47,224
274642,6275727,41,222
274642,6276727,34,271
274642,6277727,46,248
274642,6279727,49,257
274642,6284727,65,312
274642,6285727,13,355
274642,6286727,31,145
274642,6287727,14,81
274642,6288727,68,94
274642,6289727,44,124
274642,6290727,71,276
274642,6291727,12,184
274642,6292727,50,221
274642,6293727,64,260
274642,6294727,63,280
274642,6295727,54,295
274642,6296727,43,284
274642,6297727,29,298
274642,6298727,62,284
274642,6299727,35,291
274642,6300727,62,309
274642,6301727,55,260
274642,6302727,34,153
274642,6303727,65,128
274642,6304727,24,216
274642,6305727,50,251
274642,6307727,35,272
274642,6308727,56,118
274642,6309727,48,259
274642,6310727,63,281
274642,6311727,56,243
274642,6321727,73,297
274642,6322727,49,335
274642,6326727,47,271
274642,6330727,30,270
274642,6332727,60,263
274642,6335727,50,270
274642,6336727,54,269
274642,6340727,50,266
274642,6343727,31,251
274642,6344727,53,249
274642,6345727,32,296
274642,6348727,49,290
274642,6363727,39,270
274642,6375727,56,275
274642,6389727,44,275
274642,6393727,60,290
274642,6402727,49,290
274642,6405727,49,345
274642,6426727,65,325
274642,6440727,39,280
274642,6448727,14,275
274642,6449727,25,330
274642,6452727,19,260
274642,6457727,8,0
274642,6458727,34,48
274642,6459727,31,104
274642,6462727,34,241
274642,6463727,50,278
274642,6464727,48,235
274642,6465727,36,212
274642,6466727,18,308
274642,6467727,39,5
274642,6468727,16,241
274642,6469727,46,118
275642,6242727,54,83
275642,6243727,80,248
275642,6244727,40,108
275642,6245727,56,80
275642,6247727,57,92
275642,6248727,41,81
275642,6249727,69,283
275642,6251727,42,76
275642,6252727,53,95
275642,6253727,48,64
275642,6254727,66,270
275642,6255727,24,244
275642,6256727,17,285
275642,6257727,70,265
275642,6258727,55,120
275642,6259727,65,6
275642,6260727,46,251
275642,6261727,45,81
275642,6262727,62,102
275642,6265727,90,73
275642,6266727,55,259
275642,6267727,67,264
275642,6268727,38,256
275642,6269727,77,88
275642,6271727,49,288
275642,6272727,70,268
275642,6273727,30,78
275642,6276727,49,249
275642,6277727,72,275
275642,6278727,72,345
275642,6279727,90,78
275642,6280727,48,136
275642,6282727,75,100
275642,6283727,3,41
275642,6284727,46,4
275642,6285727,43,354
275642,6286727,8,328
275642,6287727,41,231
275642,6288727,21,174
275642,6289727,21,229
275642,6290727,51,264
275642,6291727,61,100
275642,6292727,43,248
275642,6293727,64,250
275642,6294727,65,253
275642,6300727,75,278
275642,6302727,45,86
275642,6304727,68,303
275642,6305727,77,304
275642,6306727,21,173
275642,6309727,90,83
275642,6312727,49,273
275642,6314727,80,252
275642,6315727,74,263
275642,6328727,14,33
275642,6329727,7,161
275642,6330727,9,9
275642,6336727,58,272
275642,6337727,80,258
275642,6339727,29,78
275642,6340727,23,229
275642,6341727,71,133
275642,6342727,41,151
275642,6343727,58,142
275642,6344727,54,156
275642,6345727,42,183
275642,6346727,49,182
275642,6347727,70,300
275642,6366727,32,263
275642,6375727,25,95
275642,6399727,35,255
275642,6403727,44,315
275642,6415727,85,120
275642,6424727,54,300
275642,6440727,80,310
275642,6453727,60,255
275642,6457727,21,230
275642,6458727,28,243
275642,6459727,20,259
275642,6460727,28,273
275642,6461727,38,262
275642,6462727,30,306
275642,6463727,54,274
275642,6464727,33,250
275642,6465727,28,32
275642,6466727,44,91
275642,6467727,13,122
275642,6468727,39,332
275642,6469727,53,86
275642,6470727,41,162
276642,6233727,69,70
276642,6237727,53,224
276642,6239727,55,88
276642,6240727,56,101
276642,6241727,57,76
276642,6242727,53,84
276642,6243727,55,79
276642,6245727,56,69
276642,6246727,35,54
276642,6248727,79,89
276642,6249727,60,335
276642,6250727,41,95
276642,6251727,36,74
276642,6252727,47,316
276642,6253727,61,257
276642,6254727,14,259
276642,6255727,63,256
276642,6256727,65,283
276642,6257727,67,293
276642,6258727,33,240
276642,6259727,38,290
276642,6260727,43,277
276642,6261727,34,243
276642,6262727,73,244
276642,6263727,52,235
276642,6264727,37,281
276642,6265727,78,88
276642,6266727,86,273
276642,6268727,58,261
276642,6269727,71,273
276642,6270727,61,265
276642,6271727,50,249
276642,6272727,67,260
276642,6273727,60,75
276642,6276727,80,83
276642,6278727,79,255
276642,6279727,55,269
276642,6280727,22,124
276642,6281727,76,263
276642,6282727,81,264
276642,6283727,77,277
276642,6284727,57,81
276642,6286727,81,85
276642,6287727,75,267
276642,6288727,80,270
276642,6289727,71,268
276642,6290727,83,101
276642,6291727,85,268
276642,6294727,59,243
276642,6296727,84,276
276642,6299727,75,273
276642,6300727,90,98
276642,6303727,68,281
276642,6304727,86,298
276642,6306727,79,338
276642,6307727,80,268
276642,6308727,79,313
276642,6309727,47,33
276642,6310727,40,217
276642,6311727,57,267
276642,6312727,51,276
276642,6315727,74,76
276642,6317727,68,281
276642,6319727,30,345
276642,6321727,83,86
276642,6323727,43,297
276642,6324727,9,285
276642,6325727,15,305
276642,6327727,73,269
276642,6328727,27,120
276642,6329727,28,251
276642,6330727,38,112
276642,6331727,19,149
276642,6332727,57,276
276642,6344727,86,285
276642,6348727,85,290
276642,6353727,60,280
276642,6371727,49,290
276642,6391727,49,95
276642,6392727,19,280
276642,6398727,54,285
276642,6402727,60,290
276642,6408727,69,295
276642,6421727,39,120
276642,6423727,44,300
276642,6426727,59,315
276642,6430727,25,315
276642,6452727,25,135
276642,6454727,7,115
276642,6457727,7,181
276642,6458727,25,246
276642,6459727,29,309
276642,6460727,38,272
276642,6461727,32,261
276642,6462727,49,326
276642,6463727,0,16
276642,6464727,20,281
276642,6465727,13,166
276642,6466727,40,86
276642,6467727,40,329
276642,6468727,21,340
276642,6469727,12,320
276642,6470727,37,72
276642,6471727,67,61
276642,6472727,48,74
276642,6473727,88,135
276642,6475727,55,105
277642,6224727,24,80
277642,6232727,69,80
277642,6233727,60,95
277642,6234727,78,82
277642,6235727,65,82
277642,6236727,56,86
277642,6237727,63,94
277642,6238727,33,64
277642,6239727,63,82
277642,6240727,53,85
277642,6241727,37,83
277642,6242727,46,85
277642,6243727,29,112
277642,6244727,16,213
277642,6245727,24,61
277642,6246727,65,61
277642,6247727,72,92
277642,6248727,63,73
277642,6249727,56,14
277642,6250727,55,332
277642,6251727,43,68
277642,6252727,43,24
277642,6253727,22,316
277642,6254727,45,20
277642,6255727,61,85
277642,6256727,54,255
277642,6257727,58,250
277642,6258727,63,66
277642,6259727,55,256
277642,6260727,66,253
277642,6261727,59,253
277642,6262727,71,67
277642,6264727,26,68
277642,6269727,61,265
277642,6272727,77,268
277642,6274727,54,265
277642,6275727,72,261
277642,6278727,34,268
277642,6282727,62,69
277642,6283727,84,91
277642,6284727,70,90
277642,6285727,90,83
277642,6286727,79,87
277642,6287727,71,89
277642,6288727,81,271
277642,6289727,80,261
277642,6290727,77,280
277642,6295727,77,255
277642,6296727,77,277
277642,6299727,85,269
277642,6300727,75,83
277642,6302727,64,110
277642,6307727,83,87
277642,6309727,52,317
277642,6311727,38,34
277642,6312727,55,264
277642,6314727,59,298
277642,6315727,45,17
277642,6316727,69,90
277642,6317727,45,53
277642,6320727,82,80
277642,6323727,49,86
277642,6327727,53,96
277642,6328727,62,93
277642,6330727,58,103
277642,6331727,59,106
277642,6341727,58,80
277642,6354727,49,255
277642,6366727,75,275
277642,6368727,29,275
277642,6371727,75,305
277642,6372727,60,320
277642,6373727,29,320
277642,6392727,69,270
277642,6398727,65,295
277642,6405727,69,270
277642,6445727,70,95
277642,6447727,0,0
277642,6455727,2,170
277642,6457727,5,185
277642,6458727,3,176
277642,6459727,9,97
277642,6460727,33,295
277642,6461727,24,288
277642,6462727,36,282
277642,6463727,39,245
277642,6464727,35,245
277642,6465727,20,147
277642,6466727,29,230
277642,6467727,39,282
277642,6468727,29,352
277642,6469727,33,156
277642,6470727,17,275
277642,6471727,52,0
277642,6472727,42,41
277642,6473727,67,344
277642,6474727,30,2
277642,6475727,62,187
277642,6476727,65,114
277642,6477727,56,140
278642,6227727,75,80
278642,6234727,80,290
278642,6235727,37,94
278642,6236727,51,140
278642,6237727,52,104
278642,6238727,50,70
278642,6239727,42,35
278642,6240727,61,71
278642,6241727,47,84
278642,6242727,9,125
278642,6243727,11,177
278642,6244727,13,112
278642,6245727,9,322
278642,6246727,33,90
278642,6247727,39,37
278642,6248727,56,77
278642,6249727,24,129
278642,6250727,53,260
278642,6251727,44,253
278642,6252727,76,265
278642,6253727,64,256
278642,6254727,67,257
278642,6255727,77,257
278642,6256727,24,154
278642,6257727,61,259
278642,6258727,75,242
278642,6262727,67,274
278642,6263727,80,268
278642,6264727,44,65
278642,6265727,62,263
278642,6267727,29,266
278642,6268727,20,264
278642,6269727,77,81
278642,6270727,80,75
278642,6271727,75,81
278642,6272727,70,80
278642,6273727,70,75
278642,6274727,71,91
278642,6275727,42,85
278642,6277727,72,101
278642,6278727,79,90
278642,6279727,32,232
278642,6283727,67,95
278642,6284727,69,90
278642,6287727,73,88
278642,6288727,14,162
278642,6289727,36,284
278642,6290727,65,290
278642,6291727,80,88
278642,6292727,71,102
278642,6293727,82,273
278642,6294727,79,274
278642,6295727,80,261
278642,6299727,86,278
278642,6300727,63,284
278642,6302727,56,278
278642,6305727,82,278
278642,6307727,83,268
278642,6308727,84,96
278642,6309727,86,256
278642,6310727,80,266
278642,6316727,86,75
278642,6318727,75,80
278642,6319727,63,77
278642,6322727,35,88
278642,6323727,18,326
278642,6324727,70,82
278642,6327727,51,103
278642,6331727,69,97
278642,6334727,66,88
278642,6335727,84,91
278642,6341727,52,71
278642,6343727,57,98
278642,6364727,49,290
278642,6365727,44,220
278642,6395727,29,270
278642,6396727,69,340
278642,6406727,65,280
278642,6408727,80,295
278642,6420727,60,130
278642,6443727,75,275
278642,6451727,14,140
278642,6456727,90,0
278642,6457727,15,53
278642,6458727,8,319
278642,6459727,10,106
278642,6460727,11,41
278642,6461727,37,327
278642,6462727,45,261
278642,6463727,10,16
278642,6464727,57,223
278642,6465727,36,117
278642,6466727,38,121
278642,6467727,44,93
278642,6468727,22,63
278642,6469727,22,45
278642,6470727,10,354
278642,6471727,60,278
278642,6472727,48,223
278642,6473727,23,118
278642,6474727,30,19
278642,6475727,70,355
278642,6476727,34,118
278642,6477727,5,135
278642,6478727,14,266
279642,6234727,38,126
279642,6235727,51,83
279642,6236727,56,97
279642,6237727,31,2
279642,6238727,61,105
279642,6239727,69,66
279642,6240727,13,55
279642,6241727,5,309
279642,6242727,34,145
279642,6243727,1,331
279642,6244727,31,48
279642,6245727,8,279
279642,6246727,23,119
279642,6247727,25,322
279642,6248727,64,66
279642,6249727,78,261
279642,6250727,36,53
279642,6251727,67,77
279642,6252727,72,253
279642,6253727,81,256
279642,6254727,71,261
279642,6255727,42,290
279642,6256727,28,336
279642,6257727,20,324
279642,6258727,69,248
279642,6259727,80,252
279642,6260727,67,263
279642,6263727,85,261
279642,6264727,75,88
279642,6267727,80,76
279642,6268727,70,68
279642,6270727,65,80
279642,6271727,75,76
279642,6272727,75,80
279642,6273727,83,80
279642,6274727,79,83
279642,6275727,65,278
279642,6276727,63,105
279642,6279727,82,268
279642,6281727,80,102
279642,6282727,26,359
279642,6284727,21,187
279642,6285727,89,80
279642,6286727,83,87
279642,6287727,75,265
279642,6288727,79,268
279642,6289727,78,265
279642,6290727,73,263
279642,6292727,75,93
279642,6294727,75,268
279642,6295727,72,268
279642,6297727,85,268
279642,6298727,70,269
279642,6299727,75,286
279642,6300727,72,276
279642,6302727,76,276
279642,6303727,83,279
279642,6304727,84,279
279642,6305727,82,277
279642,6308727,64,270
279642,6309727,76,273
279642,6310727,80,274
279642,6311727,85,264
279642,6312727,68,260
279642,6313727,76,264
279642,6315727,83,258
279642,6319727,77,81
279642,6322727,60,78
279642,6323727,61,73
279642,6324727,53,85
279642,6327727,37,90
279642,6332727,6,238
279642,6335727,54,81
279642,6339727,64,65
279642,6341727,52,73
279642,6343727,48,96
