EASTING,NORTHING,DIP,DIP_DIR,count,kappa,beta,n_removed
307642,6250727,6,314,4,1e-06,4.99e-07,0
307642,6251727,10,249,5,1e-06,0.0,0
307642,6254727,39,63,5,1e-06,4.99e-07,0
307642,6255727,66,83,6,1e-06,4.99e-07,0
307642,6258727,73,70,4,1e-06,0.0,0
307642,6261727,53,100,7,1e-06,4.99e-07,0
307642,6264727,37,128,5,1e-06,4.99e-07,0
307642,6269727,28,34,13,1e-06,0.0,0
307642,6270727,32,332,20,1e-06,4.99e-07,0
307642,6271727,19,42,47,1e-06,0.0,0
307642,6272727,16,266,26,1e-06,4.99e-07,0
307642,6275727,53,68,11,1e-06,4.99e-07,0
307642,6276727,63,86,15,1e-06,4.99e-07,0
307642,6277727,58,90,18,1e-06,4.99e-07,0
307642,6278727,54,34,6,1e-06,0.0,0
307642,6279727,63,91,7,1e-06,4.99e-07,0
307642,6281727,25,356,10,1e-06,0.0,0
307642,6283727,75,92,6,1e-06,4.99e-07,0
307642,6284727,35,80,8,1e-06,4.99e-07,0
307642,6296727,21,349,4,1e-06,0.0,0
307642,6308727,48,302,4,1e-06,4.99e-07,0
307642,6309727,59,4,11,1e-06,4.99e-07,0
307642,6311727,58,338,10,1e-06,4.99e-07,0
307642,6312727,56,136,7,1e-06,0.0,0
307642,6314727,49,298,4,1e-06,0.0,0
307642,6317727,26,329,12,1e-06,4.99e-07,0
307642,6318727,50,349,4,1e-06,4.99e-07,0
307642,6321727,43,44,7,1e-06,0.0,0
307642,6336727,52,319,6,1e-06,4.99e-07,0
308642,6247727,65,92,5,1e-06,4.99e-07,0
308642,6248727,19,144,6,1e-06,0.0,0
308642,6252727,51,75,4,1e-06,4.99e-07,0
308642,6255727,58,76,21,1e-06,4.99e-07,0
308642,6256727,81,85,5,1e-06,4.99e-07,0
308642,6259727,43,74,20,1e-06,4.99e-07,0
308642,6261727,50,84,6,1e-06,4.99e-07,0
308642,6262727,43,72,6,1e-06,4.99e-07,0
308642,6263727,43,278,4,1e-06,0.0,0
308642,6264727,49,266,10,1e-06,4.99e-07,0
308642,6265727,61,267,4,1e-06,4.99e-07,0
308642,6266727,51,280,7,1e-06,4.99e-07,0
308642,6267727,68,275,4,1e-06,4.99e-07,0
308642,6269727,35,73,7,1e-06,0.0,0
308642,6270727,76,75,13,1e-06,0.0,0
308642,6271727,11,155,27,1e-06,0.0,0
308642,6272727,65,59,10,1e-06,0.0,0
308642,6276727,67,73,9,1e-06,4.99e-07,0
308642,6280727,67,83,9,1e-06,4.99e-07,0
308642,6281727,55,80,13,1e-06,4.99e-07,0
308642,6283727,45,81,4,1e-06,4.99e-07,0
308642,6284727,56,76,6,1e-06,4.99e-07,0
308642,6309727,54,358,12,1e-06,4.99e-07,0
308642,6310727,39,268,13,1e-06,0.0,0
308642,6311727,46,310,8,1e-06,4.99e-07,0
308642,6313727,69,328,9,1e-06,4.99e-07,0
308642,6315727,45,287,10,1e-06,0.0,0
308642,6316727,46,352,14,1e-06,4.99e-07,0
308642,6317727,47,4,7,1e-06,4.99e-07,0
308642,6318727,55,355,4,1e-06,4.99e-07,0
309642,6248727,72,82,5,1e-06,4.99e-07,0
309642,6250727,66,92,4,1e-06,4.99e-07,0
309642,6252727,48,62,5,1e-06,0.0,0
309642,6253727,39,69,6,1e-06,4.99e-07,0
309642,6255727,37,69,4,1e-06,4.99e-07,0
309642,6257727,5,291,4,1e-06,4.99e-07,0
309642,6259727,59,253,8,1e-06,0.0,0
309642,6264727,60,248,8,1e-06,0.0,0
309642,6266727,72,244,5,1e-06,0.0,0
309642,6267727,52,55,7,1e-06,0.0,0
309642,6269727,58,70,7,1e-06,4.99e-07,0
309642,6270727,55,68,6,1e-06,4.99e-07,0
309642,6271727,49,75,5,1e-06,4.99e-07,0
309642,6272727,47,69,5,1e-06,4.99e-07,0
309642,6276727,53,66,8,1e-06,4.99e-07,0
309642,6283727,69,87,4,1e-06,4.99e-07,0
309642,6296727,47,89,4,1e-06,4.99e-07,0
309642,6308727,42,291,6,1e-06,0.0,0
309642,6309727,60,293,5,1e-06,4.99e-07,0
309642,6310727,17,296,11,1e-06,4.99e-07,0
309642,6311727,42,282,5,1e-06,0.0,0
309642,6315727,33,287,10,1e-06,0.0,0
309642,6316727,14,97,16,1e-06,0.0,0
309642,6317727,37,237,9,1e-06,0.0,0
310642,6238727,37,102,4,1e-06,4.99e-07,0
310642,6243727,62,79,9,1e-06,4.99e-07,0
310642,6246727,57,84,9,1e-06,4.99e-07,0
310642,6253727,10,82,12,1e-06,4.99e-07,0
310642,6257727,11,308,8,1e-06,4.99e-07,0
310642,6259727,7,286,8,1e-06,4.99e-07,0
310642,6263727,36,269,5,1e-06,4.99e-07,0
310642,6264727,62,65,4,1e-06,0.0,0
310642,6265727,57,79,9,1e-06,4.99e-07,0
310642,6266727,56,60,6,1e-06,0.0,0
310642,6268727,41,67,8,1e-06,4.99e-07,0
310642,6269727,44,49,9,1e-06,0.0,0
310642,6270727,74,64,10,1e-06,0.0,0
310642,6271727,52,57,8,1e-06,0.0,0
310642,6272727,76,63,10,1e-06,0.0,0
310642,6279727,66,75,4,1e-06,4.99e-07,0
310642,6281727,68,80,5,1e-06,4.99e-07,0
310642,6283727,60,89,11,1e-06,4.99e-07,0
310642,6289727,57,97,10,1e-06,4.99e-07,0
310642,6304727,12,207,4,1e-06,0.0,0
310642,6307727,55,243,7,1e-06,4.99e-07,0
310642,6309727,27,279,5,1e-06,0.0,0
310642,6310727,41,296,4,1e-06,0.0,0
310642,6312727,19,350,9,1e-06,0.0,0
310642,6313727,57,314,11,1e-06,4.99e-07,0
310642,6314727,69,321,7,1e-06,4.99e-07,0
310642,6315727,57,338,8,1e-06,4.99e-07,0
310642,6316727,23,319,14,1e-06,0.0,0
310642,6317727,70,289,5,1e-06,0.0,0
310642,6343727,54,317,4,1e-06,4.99e-07,0
311642,6238727,74,81,6,1e-06,4.99e-07,0
311642,6242727,62,73,7,1e-06,4.99e-07,0
311642,6253727,20,141,4,1e-06,0.0,0
311642,6254727,58,244,4,1e-06,0.0,0
311642,6258727,40,74,7,1e-06,4.99e-07,0
311642,6261727,46,69,7,1e-06,0.0,0
311642,6262727,58,62,13,1e-06,0.0,0
311642,6263727,36,47,6,1e-06,0.0,0
311642,6264727,11,287,4,3.30938411375305,0.0,0
311642,6269727,71,60,6,1e-06,0.0,0
311642,6270727,66,57,5,1e-06,0.0,0
311642,6271727,60,58,6,1e-06,0.0,0
311642,6272727,70,69,8,1e-06,0.0,0
311642,6276727,48,62,4,1e-06,0.0,0
311642,6283727,40,83,6,1e-06,4.99e-07,0
311642,6291727,46,99,5,1e-06,4.99e-07,0
311642,6299727,35,143,4,1e-06,0.0,0
311642,6304727,69,302,5,1e-06,0.0,0
311642,6306727,54,286,8,1e-06,0.0,0
311642,6307727,62,301,6,1e-06,0.0,0
311642,6308727,39,296,9,1e-06,0.0,0
311642,6309727,20,263,8,1e-06,0.0,0
311642,6310727,59,294,4,1e-06,0.0,0
311642,6312727,47,322,8,1e-06,4.99e-07,0
311642,6313727,36,301,7,1e-06,0.0,0
311642,6314727,20,207,21,1e-06,4.99e-07,0
311642,6315727,55,322,11,1e-06,4.99e-07,0
311642,6316727,72,303,4,1e-06,0.0,0
311642,6317727,43,290,4,1e-06,0.0,0
311642,6318727,71,293,5,1e-06,0.0,0
311642,6320727,33,274,7,1e-06,4.99e-07,0
311642,6321727,74,86,4,1e-06,4.99e-07,0
312642,6236727,68,80,11,1e-06,4.99e-07,0
312642,6239727,64,89,7,1e-06,4.99e-07,0
312642,6246727,48,74,4,1e-06,4.99e-07,0
312642,6250727,56,243,4,1e-06,0.0,0
312642,6258727,49,50,13,1e-06,0.0,0
312642,6259727,73,259,8,1e-06,0.0,0
312642,6260727,34,299,8,1e-06,4.99e-07,0
312642,6262727,55,62,6,1e-06,0.0,0
312642,6265727,61,67,21,1e-06,0.0,0
312642,6269727,65,59,16,1e-06,0.0,0
312642,6272727,48,55,11,1e-06,0.0,0
312642,6274727,54,60,8,1e-06,0.0,0
312642,6276727,47,71,12,1e-06,4.99e-07,0
312642,6278727,29,79,5,1e-06,4.99e-07,0
312642,6279727,8,42,7,1e-06,0.0,0
312642,6283727,37,90,4,1e-06,4.99e-07,0
312642,6286727,27,87,7,1e-06,4.99e-07,0
312642,6287727,5,128,5,1e-06,0.0,0
312642,6306727,55,294,4,1e-06,0.0,0
312642,6308727,48,316,19,1e-06,0.0,0
312642,6310727,37,294,8,1e-06,4.99e-07,0
312642,6311727,38,297,4,1e-06,0.0,0
312642,6314727,57,321,4,1e-06,4.99e-07,0
312642,6316727,80,313,4,1e-06,4.99e-07,0
312642,6317727,64,311,5,1e-06,0.0,0
312642,6319727,69,281,7,1e-06,0.0,0
312642,6323727,56,271,4,1e-06,4.99e-07,0
312642,6334727,3,97,11,1e-06,0.0,0
313642,6236727,50,87,21,1e-06,4.99e-07,0
313642,6237727,40,88,13,1e-06,4.99e-07,0
313642,6238727,45,87,9,1e-06,4.99e-07,0
313642,6239727,72,83,8,1e-06,4.99e-07,0
313642,6240727,21,79,20,1e-06,4.99e-07,0
313642,6255727,77,254,5,1e-06,0.0,0
313642,6256727,39,265,5,1e-06,4.99e-07,0
313642,6257727,50,286,14,1e-06,4.99e-07,0
313642,6258727,24,343,4,5.3750049284534605,2.68750246322673,2
313642,6259727,66,261,8,1e-06,0.0,0
313642,6260727,48,348,4,1e-06,4.99e-07,0
313642,6262727,68,64,8,1e-06,0.0,0
313642,6265727,52,59,7,1e-06,0.0,0
313642,6266727,53,61,14,1e-06,0.0,0
313642,6268727,70,54,6,1e-06,0.0,0
313642,6269727,63,60,13,1e-06,0.0,0
313642,6278727,8,41,7,1e-06,4.99e-07,0
313642,6279727,3,10,4,1e-06,0.0,0
313642,6280727,6,274,5,1e-06,4.99e-07,0
313642,6281727,4,71,8,1e-06,4.99e-07,0
313642,6283727,23,291,5,1e-06,4.99e-07,0
313642,6287727,26,71,6,1e-06,4.99e-07,0
313642,6289727,40,85,10,1e-06,4.99e-07,0
313642,6309727,55,301,7,1e-06,0.0,0
313642,6310727,47,301,5,1e-06,0.0,0
313642,6311727,45,288,4,1e-06,0.0,0
313642,6312727,48,289,7,1e-06,0.0,0
313642,6317727,58,278,12,1e-06,0.0,0
313642,6318727,68,301,5,1e-06,0.0,0
313642,6321727,77,282,7,1e-06,0.0,0
313642,6324727,51,279,8,1e-06,4.99e-07,0
313642,6325727,63,277,13,1e-06,0.0,0
313642,6331727,57,298,4,1e-06,0.0,0
313642,6334727,46,130,10,1e-06,0.0,0
314642,6235727,9,181,9,1e-06,0.0,0
314642,6236727,20,136,6,1e-06,0.0,0
314642,6237727,13,168,7,1e-06,0.0,0
314642,6238727,28,239,5,1e-06,4.99e-07,0
314642,6240727,11,230,6,1e-06,4.99e-07,0
314642,6253727,59,238,7,1e-06,0.0,0
314642,6254727,70,240,11,1e-06,0.0,0
314642,6255727,4,178,10,1e-06,4.99e-07,0
314642,6257727,76,73,9,1e-06,0.0,0
314642,6260727,74,250,4,1e-06,0.0,0
314642,6261727,39,226,5,1e-06,0.0,0
314642,6262727,28,303,10,1e-06,4.99e-07,0
314642,6263727,49,37,4,1e-06,0.0,0
314642,6265727,69,53,7,1e-06,0.0,0
314642,6266727,66,59,7,1e-06,0.0,0
314642,6269727,39,41,4,1e-06,0.0,0
314642,6273727,25,29,5,1e-06,0.0,0
314642,6279727,9,319,6,1e-06,4.99e-07,0
314642,6283727,23,96,5,1e-06,4.99e-07,0
314642,6284727,17,41,5,1e-06,0.0,0
314642,6287727,40,70,8,1e-06,4.99e-07,0
314642,6288727,63,83,7,1e-06,4.99e-07,0
314642,6289727,59,79,10,1e-06,4.99e-07,0
314642,6291727,72,85,10,1e-06,4.99e-07,0
314642,6294727,77,92,4,1e-06,4.99e-07,0
314642,6298727,60,268,13,1e-06,4.99e-07,0
314642,6306727,48,288,10,1e-06,0.0,0
314642,6311727,50,280,4,1e-06,0.0,0
314642,6312727,42,293,8,1e-06,0.0,0
314642,6313727,57,287,13,1e-06,0.0,0
314642,6315727,49,289,7,1e-06,0.0,0
314642,6316727,55,282,13,1e-06,0.0,0
314642,6317727,56,293,8,1e-06,0.0,0
314642,6318727,57,303,7,1e-06,4.99e-07,0
314642,6325727,62,270,12,1e-06,4.99e-07,0
314642,6328727,60,282,10,1e-06,0.0,0
314642,6330727,75,284,4,1e-06,0.0,0
314642,6332727,61,317,5,1e-06,4.99e-07,0
314642,6337727,45,135,4,1e-06,0.0,0
315642,6237727,62,255,5,1e-06,4.99e-07,0
315642,6238727,36,260,8,1e-06,0.0,0
315642,6249727,69,70,4,1e-06,0.0,0
315642,6251727,64,61,6,1e-06,0.0,0
315642,6252727,36,51,10,1e-06,0.0,0
315642,6253727,32,303,11,1e-06,4.99e-07,0
315642,6254727,39,319,20,1e-06,4.99e-07,0
315642,6260727,39,31,12,1e-06,0.0,0
315642,6261727,16,64,8,1e-06,0.0,0
315642,6263727,63,78,8,1e-06,4.99e-07,0
315642,6264727,70,234,4,1e-06,4.99e-07,0
315642,6271727,50,70,5,1e-06,4.99e-07,0
315642,6273727,25,30,5,1e-06,0.0,0
315642,6276727,35,66,8,1e-06,4.99e-07,0
315642,6280727,19,280,12,1e-06,4.99e-07,0
315642,6283727,15,306,17,1e-06,4.99e-07,0
315642,6285727,33,37,4,1e-06,0.0,0
315642,6288727,46,66,15,1e-06,4.99e-07,0
315642,6291727,72,84,8,1e-06,4.99e-07,0
315642,6294727,69,272,4,1e-06,4.99e-07,0
315642,6307727,60,296,4,1e-06,0.0,0
315642,6312727,51,281,13,1e-06,4.99e-07,0
315642,6325727,49,284,4,1e-06,0.0,0
315642,6329727,53,281,5,1e-06,0.0,0
315642,6330727,68,282,12,1e-06,0.0,0
315642,6332727,54,306,11,1e-06,0.0,0
315642,6334727,70,322,6,1e-06,4.99e-07,0
315642,6335727,37,343,10,1e-06,4.99e-07,0
316642,6238727,65,261,6,1e-06,0.0,0
316642,6249727,26,144,10,1e-06,4.99e-07,0
316642,6250727,3,160,16,1e-06,4.99e-07,0
316642,6251727,52,73,10,1e-06,4.99e-07,0
316642,6252727,50,255,20,1e-06,0.0,0
316642,6253727,71,239,9,1e-06,0.0,0
316642,6256727,18,44,12,1e-06,0.0,0
316642,6257727,28,87,12,1e-06,4.99e-07,0
316642,6258727,24,75,17,1e-06,4.99e-07,0
316642,6259727,17,314,18,1e-06,4.99e-07,0
316642,6260727,43,249,10,1e-06,4.99e-07,0
316642,6261727,69,251,5,1e-06,0.0,0
316642,6266727,46,84,5,1e-06,4.99e-07,0
316642,6270727,57,71,9,1e-06,4.99e-07,0
316642,6272727,45,68,5,1e-06,4.99e-07,0
316642,6277727,22,244,5,1e-06,4.99e-07,0
316642,6278727,17,95,8,1e-06,4.99e-07,0
316642,6280727,10,199,13,1e-06,0.0,0
316642,6283727,9,356,12,1e-06,0.0,0
316642,6284727,36,41,10,1e-06,0.0,0
316642,6286727,27,19,10,1e-06,0.0,0
316642,6288727,31,9,11,1e-06,0.0,0
316642,6289727,23,10,14,1e-06,0.0,0
316642,6292727,51,277,8,1e-06,4.99e-07,0
316642,6295727,41,245,4,1e-06,4.99e-07,0
316642,6309727,51,279,7,1e-06,4.99e-07,0
316642,6325727,53,308,5,1e-06,4.99e-07,0
316642,6330727,57,280,4,1e-06,0.0,0
316642,6331727,66,300,12,1e-06,0.0,0
316642,6332727,68,311,11,1e-06,0.0,0
316642,6334727,73,317,11,1e-06,4.99e-07,0
316642,6336727,61,308,7,1e-06,0.0,0
316642,6337727,38,341,10,1e-06,4.99e-07,0
316642,6339727,30,60,6,1e-06,4.99e-07,0
316642,6340727,56,108,4,1e-06,4.99e-07,0
316642,6346727,53,60,4,1e-06,0.0,0
317642,6248727,69,72,11,1e-06,0.0,0
317642,6249727,32,60,7,1e-06,0.0,0
317642,6250727,44,59,20,1e-06,0.0,0
317642,6251727,66,240,21,1e-06,0.0,0
317642,6254727,32,292,18,1e-06,4.99e-07,0
317642,6256727,29,83,11,1e-06,4.99e-07,0
317642,6258727,59,282,4,1e-06,4.99e-07,0
317642,6267727,80,86,4,1e-06,4.99e-07,0
317642,6270727,74,81,4,1e-06,4.99e-07,0
317642,6272727,74,82,7,1e-06,4.99e-07,0
317642,6273727,39,58,13,1e-06,0.0,0
317642,6277727,53,84,11,1e-06,4.99e-07,0
317642,6278727,71,95,11,1e-06,4.99e-07,0
317642,6283727,70,87,8,1e-06,4.99e-07,0
317642,6284727,63,80,9,1e-06,4.99e-07,0
317642,6289727,36,52,12,1e-06,0.0,0
317642,6292727,10,10,10,1e-06,0.0,0
317642,6293727,56,290,5,1e-06,4.99e-07,0
317642,6309727,42,296,6,1e-06,4.99e-07,0
317642,6321727,51,265,5,1e-06,4.99e-07,0
317642,6327727,50,302,10,1e-06,0.0,0
317642,6328727,44,287,4,1e-06,0.0,0
317642,6331727,51,304,6,1e-06,0.0,0
317642,6333727,70,299,18,1e-06,0.0,0
317642,6335727,69,309,10,1e-06,4.99e-07,0
317642,6339727,38,302,5,1e-06,0.0,0
317642,6340727,32,75,6,1e-06,4.99e-07,0
317642,6344727,32,85,9,1e-06,4.99e-07,0
317642,6346727,47,73,12,1e-06,4.99e-07,0
318642,6249727,27,276,25,1e-06,4.99e-07,0
318642,6250727,25,355,14,1e-06,4.99e-07,0
318642,6251727,33,252,4,1e-06,0.0,0
318642,6252727,46,250,13,1e-06,4.99e-07,0
318642,6253727,46,234,8,1e-06,0.0,0
318642,6254727,16,325,6,1e-06,4.99e-07,0
318642,6255727,48,251,6,1e-06,0.0,0
318642,6268727,67,75,4,1e-06,4.99e-07,0
318642,6270727,51,66,7,1e-06,4.99e-07,0
318642,6272727,57,73,7,1e-06,4.99e-07,0
318642,6273727,77,81,4,1e-06,4.99e-07,0
318642,6277727,63,86,7,1e-06,4.99e-07,0
318642,6278727,65,86,11,1e-06,4.99e-07,0
318642,6282727,33,92,11,1e-06,4.99e-07,0
318642,6284727,31,94,6,1e-06,4.99e-07,0
318642,6287727,37,276,6,1e-06,4.99e-07,0
318642,6292727,6,4,12,1e-06,0.0,0
318642,6293727,42,264,4,1e-06,4.99e-07,0
318642,6299727,63,265,4,1e-06,0.0,0
318642,6300727,18,290,5,1e-06,4.99e-07,0
318642,6301727,52,276,5,1e-06,4.99e-07,0
318642,6308727,58,271,6,1e-06,4.99e-07,0
318642,6309727,51,107,5,1e-06,4.99e-07,0
318642,6310727,58,246,5,1e-06,0.0,0
318642,6312727,64,262,4,1e-06,0.0,0
318642,6315727,62,237,8,1e-06,0.0,0
318642,6318727,68,257,14,1e-06,0.0,0
318642,6319727,79,270,4,1e-06,0.0,0
318642,6321727,18,187,4,67.26575431743184,0.0,0
318642,6322727,69,278,4,1e-06,4.99e-07,0
318642,6328727,32,290,8,1e-06,0.0,0
318642,6336727,73,299,7,1e-06,0.0,0
318642,6340727,62,288,8,1e-06,0.0,0
318642,6341727,51,293,8,1e-06,0.0,0
318642,6343727,18,319,11,1e-06,0.0,0
319642,6244727,57,63,8,1e-06,0.0,0
319642,6245727,73,183,5,1e-06,4.99e-07,0
319642,6246727,28,176,5,1e-06,0.0,0
319642,6247727,63,234,7,1e-06,0.0,0
319642,6248727,31,46,13,1e-06,0.0,0
319642,6249727,30,245,10,1e-06,4.99e-07,0
319642,6251727,55,251,8,1e-06,4.99e-07,0
319642,6266727,40,67,11,1e-06,4.99e-07,0
319642,6267727,21,49,5,1e-06,0.0,0
319642,6268727,30,56,10,1e-06,0.0,0
319642,6270727,44,60,11,1e-06,0.0,0
319642,6272727,38,68,13,1e-06,4.99e-07,0
319642,6273727,42,70,13,1e-06,4.99e-07,0
319642,6276727,47,85,6,1e-06,4.99e-07,0
319642,6279727,53,258,5,1e-06,4.99e-07,0
319642,6283727,60,253,14,1e-06,4.99e-07,0
319642,6287727,48,269,12,1e-06,4.99e-07,0
319642,6288727,6,358,7,1e-06,0.0,0
319642,6292727,53,280,7,1e-06,4.99e-07,0
319642,6295727,26,187,7,1e-06,0.0,0
319642,6301727,41,278,9,1e-06,4.99e-07,0
319642,6302727,34,284,7,1e-06,4.99e-07,0
319642,6303727,64,72,4,1e-06,4.99e-07,0
319642,6307727,19,356,8,1e-06,0.0,0
319642,6308727,56,262,4,1e-06,4.99e-07,0
319642,6318727,61,238,4,1e-06,4.99e-07,0
319642,6320727,66,267,12,1e-06,4.99e-07,0
319642,6324727,80,302,5,1e-06,0.0,0
319642,6330727,79,288,4,1e-06,0.0,0
319642,6336727,74,299,6,1e-06,0.0,0
319642,6339727,76,292,10,1e-06,0.0,0
319642,6341727,70,279,5,1e-06,0.0,0
319642,6342727,65,297,4,1e-06,0.0,0
319642,6343727,63,287,5,1e-06,0.0,0
319642,6344727,76,287,5,1e-06,0.0,0
319642,6361727,70,293,6,1e-06,0.0,0
319642,6362727,80,276,7,1e-06,0.0,0
320642,6239727,58,85,5,1e-06,4.99e-07,0
320642,6243727,43,337,6,1e-06,4.99e-07,0
320642,6244727,78,223,4,1e-06,4.99e-07,0
320642,6245727,62,68,8,1e-06,0.0,0
320642,6246727,31,334,4,1e-06,4.99e-07,0
320642,6249727,74,79,6,1e-06,4.99e-07,0
320642,6252727,50,279,5,1e-06,4.99e-07,0
320642,6254727,69,59,5,1e-06,0.0,0
320642,6265727,25,295,7,1e-06,4.99e-07,0
320642,6266727,19,297,13,1e-06,4.99e-07,0
320642,6267727,18,324,9,1e-06,4.99e-07,0
320642,6268727,45,275,7,1e-06,4.99e-07,0
320642,6269727,24,318,9,1e-06,4.99e-07,0
320642,6270727,25,304,16,1e-06,4.99e-07,0
320642,6272727,42,274,21,1e-06,4.99e-07,0
320642,6276727,57,254,10,1e-06,0.0,0
320642,6278727,59,257,5,1e-06,4.99e-07,0
320642,6279727,24,261,16,1e-06,4.99e-07,0
320642,6280727,41,268,10,1e-06,4.99e-07,0
320642,6281727,26,261,8,1e-06,4.99e-07,0
320642,6282727,14,270,16,1e-06,4.99e-07,0
320642,6283727,35,252,7,1e-06,4.99e-07,0
320642,6288727,62,66,8,1e-06,0.0,0
320642,6290727,64,92,4,1e-06,4.99e-07,0
320642,6292727,6,183,15,1e-06,0.0,0
320642,6300727,48,55,8,1e-06,0.0,0
320642,6301727,41,317,5,1e-06,4.99e-07,0
320642,6307727,38,253,11,1e-06,4.99e-07,0
320642,6320727,74,260,6,1e-06,0.0,0
320642,6326727,75,297,7,1e-06,0.0,0
320642,6334727,43,237,13,1e-06,4.99e-07,0
320642,6338727,70,292,5,1e-06,0.0,0
320642,6343727,74,287,4,1e-06,0.0,0
320642,6346727,29,33,2,2.3220183651106807,0.5717554287279891,2
320642,6359727,57,106,10,1e-06,4.99e-07,0
320642,6360727,22,109,18,1e-06,0.0,0
320642,6362727,58,118,5,1e-06,0.0,0
321642,6239727,39,230,7,1e-06,0.0,0
321642,6243727,55,248,11,1e-06,0.0,0
321642,6244727,43,245,16,1e-06,0.0,0
321642,6245727,45,45,8,1e-06,0.0,0
321642,6253727,63,33,5,1e-06,0.0,0
321642,6254727,62,76,7,1e-06,4.99e-07,0
321642,6263727,50,272,10,1e-06,4.99e-07,0
321642,6265727,59,275,11,1e-06,4.99e-07,0
321642,6267727,51,280,6,1e-06,4.99e-07,0
321642,6268727,48,282,14,1e-06,0.0,0
321642,6269727,56,268,6,1e-06,4.99e-07,0
321642,6271727,52,271,15,1e-06,4.99e-07,0
321642,6272727,55,269,6,1e-06,4.99e-07,0
321642,6273727,41,271,4,1e-06,4.99e-07,0
321642,6274727,24,268,5,1e-06,4.99e-07,0
321642,6276727,42,262,8,1e-06,4.99e-07,0
321642,6285727,44,65,6,1e-06,4.99e-07,0
321642,6286727,40,265,4,1e-06,4.99e-07,0
321642,6288727,19,44,10,1e-06,0.0,0
321642,6292727,45,282,10,1e-06,4.99e-07,0
321642,6294727,28,92,5,1e-06,4.99e-07,0
321642,6295727,17,130,4,1e-06,0.0,0
321642,6297727,9,342,2,27.465774908906244,13.732887453453122,2
321642,6301727,40,25,19,1e-06,0.0,0
321642,6322727,70,303,10,1e-06,0.0,0
321642,6324727,70,298,5,1e-06,0.0,0
321642,6327727,78,294,6,1e-06,0.0,0
321642,6328727,82,301,4,1e-06,0.0,0
321642,6330727,71,292,4,1e-06,0.0,0
321642,6335727,64,281,4,1e-06,0.0,0
321642,6336727,73,303,5,1e-06,0.0,0
321642,6344727,70,295,5,1e-06,0.0,0
321642,6345727,78,292,4,1e-06,0.0,0
321642,6361727,45,138,14,1e-06,0.0,0
321642,6362727,55,114,10,1e-06,0.0,0
321642,6364727,70,97,4,1e-06,4.99e-07,0
321642,6365727,69,88,4,1e-06,4.99e-07,0
322642,6239727,56,217,11,1e-06,4.99e-07,0
322642,6240727,63,230,10,1e-06,4.99e-07,0
322642,6241727,49,264,14,1e-06,0.0,0
322642,6242727,43,262,10,1e-06,4.99e-07,0
322642,6243727,10,284,11,1e-06,4.99e-07,0
322642,6246727,34,144,4,35.01147436057699,0.0,0
322642,6251727,23,23,4,1e-06,0.0,0
322642,6252727,32,308,4,1e-06,4.99e-07,0
322642,6253727,46,260,7,1e-06,4.99e-07,0
322642,6255727,64,259,7,1e-06,0.0,0
322642,6262727,47,276,5,1e-06,4.99e-07,0
322642,6263727,65,277,5,1e-06,0.0,0
322642,6265727,56,264,11,1e-06,4.99e-07,0
322642,6284727,15,208,4,1e-06,4.99e-07,0
322642,6289727,47,295,4,1e-06,4.99e-07,0
322642,6292727,36,274,23,1e-06,4.99e-07,0
322642,6293727,26,273,8,1e-06,4.99e-07,0
322642,6294727,26,254,6,1e-06,4.99e-07,0
322642,6296727,52,273,8,1e-06,0.0,0
322642,6297727,42,285,14,1e-06,4.99e-07,0
322642,6301727,36,307,17,1e-06,4.99e-07,0
322642,6305727,54,266,4,1e-06,0.0,0
322642,6307727,55,267,4,1e-06,4.99e-07,0
322642,6315727,67,239,4,1e-06,0.0,0
322642,6316727,65,226,5,1e-06,4.99e-07,0
322642,6324727,76,305,8,1e-06,0.0,0
322642,6338727,58,282,12,1e-06,0.0,0
322642,6346727,69,311,8,1e-06,0.0,0
322642,6362727,18,348,9,1e-06,0.0,0
322642,6363727,81,90,10,1e-06,4.99e-07,0
322642,6364727,36,71,10,1e-06,4.99e-07,0
322642,6365727,43,160,10,1e-06,0.0,0
323642,6237727,58,104,6,1e-06,4.99e-07,0
323642,6240727,55,191,15,1e-06,4.99e-07,0
323642,6246727,31,244,9,1e-06,0.0,0
323642,6250727,51,261,4,1e-06,0.0,0
323642,6252727,64,263,4,1e-06,0.0,0
323642,6253727,61,263,9,1e-06,0.0,0
323642,6255727,67,260,11,1e-06,0.0,0
323642,6259727,70,268,4,1e-06,4.99e-07,0
323642,6260727,40,284,4,1e-06,4.99e-07,0
323642,6281727,23,239,15,1e-06,4.99e-07,0
323642,6284727,31,82,5,1e-06,4.99e-07,0
323642,6285727,36,246,7,1e-06,4.99e-07,0
323642,6289727,52,272,8,1e-06,4.99e-07,0
323642,6291727,56,264,4,1e-06,0.0,0
323642,6292727,65,270,13,1e-06,4.99e-07,0
323642,6296727,56,277,13,1e-06,0.0,0
323642,6297727,68,275,13,1e-06,0.0,0
323642,6301727,47,283,23,1e-06,4.99e-07,0
323642,6305727,51,284,4,1e-06,0.0,0
323642,6307727,42,278,6,1e-06,4.99e-07,0
323642,6312727,59,251,6,1e-06,0.0,0
323642,6317727,79,227,8,1e-06,4.99e-07,0
323642,6320727,68,259,4,1e-06,4.99e-07,0
323642,6327727,73,298,4,1e-06,0.0,0
323642,6328727,72,302,4,1e-06,0.0,0
323642,6363727,68,113,8,1e-06,0.0,0
323642,6365727,50,158,13,1e-06,0.0,0
