EASTING,NORTHING,DIP,DIP_DIR,count,kappa,beta,n_removed
324642,6239727,75,195,5,1e-06,4.99e-07,0
324642,6240727,75,213,8,1e-06,4.99e-07,0
324642,6245727,63,66,7,1e-06,0.0,0
324642,6246727,21,34,10,1e-06,0.0,0
324642,6247727,35,337,8,1e-06,4.99e-07,0
324642,6248727,54,264,9,1e-06,4.99e-07,0
324642,6250727,59,258,4,1e-06,0.0,0
324642,6251727,55,261,11,1e-06,0.0,0
324642,6255727,55,258,8,1e-06,4.99e-07,0
324642,6280727,36,105,9,1e-06,4.99e-07,0
324642,6281727,14,172,12,1e-06,0.0,0
324642,6284727,28,186,5,1e-06,0.0,0
324642,6291727,66,262,11,1e-06,4.99e-07,0
324642,6292727,64,264,8,1e-06,4.99e-07,0
324642,6293727,65,266,4,1e-06,4.99e-07,0
324642,6298727,75,274,11,1e-06,4.99e-07,0
324642,6301727,59,276,24,1e-06,4.99e-07,0
324642,6303727,57,280,6,1e-06,4.99e-07,0
324642,6312727,57,254,6,1e-06,0.0,0
324642,6320727,70,268,5,1e-06,4.99e-07,0
324642,6321727,79,308,7,1e-06,0.0,0
324642,6322727,76,298,5,1e-06,0.0,0
324642,6329727,42,345,5,1e-06,0.0,0
324642,6330727,73,300,9,1e-06,0.0,0
324642,6331727,68,298,10,1e-06,0.0,0
325642,6236727,18,186,6,1e-06,4.99e-07,0
325642,6238727,63,200,7,1e-06,4.99e-07,0
325642,6245727,39,265,5,1e-06,4.99e-07,0
325642,6246727,49,253,9,1e-06,4.99e-07,0
325642,6247727,61,262,4,1e-06,0.0,0
325642,6250727,65,261,12,1e-06,4.99e-07,0
325642,6251727,61,266,5,1e-06,4.99e-07,0
325642,6255727,39,241,9,1e-06,4.99e-07,0
325642,6281727,51,351,2,1.605624069899867,0.0,2
325642,6282727,51,180,2,2.733317303241722,0.0,2
325642,6291727,72,269,5,1e-06,0.0,0
325642,6292727,64,252,9,1e-06,4.99e-07,0
325642,6297727,67,268,6,1e-06,0.0,0
325642,6301727,73,277,7,1e-06,0.0,0
325642,6309727,63,260,10,1e-06,0.0,0
325642,6310727,56,261,5,1e-06,4.99e-07,0
325642,6313727,69,241,4,1e-06,0.0,0
325642,6316727,64,237,4,1e-06,0.0,0
325642,6318727,68,242,12,1e-06,0.0,0
325642,6321727,78,294,9,1e-06,0.0,0
325642,6324727,77,291,5,1e-06,0.0,0
325642,6329727,75,302,5,1e-06,0.0,0
325642,6330727,77,304,12,1e-06,0.0,0
325642,6331727,76,305,6,1e-06,0.0,0
325642,6332727,64,300,7,1e-06,0.0,0
325642,6339727,72,303,4,1e-06,0.0,0
325642,6340727,75,294,4,1e-06,0.0,0
326642,6246727,71,253,8,1e-06,0.0,0
326642,6251727,46,263,20,1e-06,4.99e-07,0
326642,6281727,72,265,9,1e-06,0.0,0
326642,6284727,76,263,4,1e-06,0.0,0
326642,6308727,40,277,5,1e-06,4.99e-07,0
326642,6309727,67,261,6,1e-06,4.99e-07,0
326642,6310727,50,268,14,1e-06,4.99e-07,0
326642,6313727,43,234,4,1e-06,4.99e-07,0
326642,6316727,63,219,5,1e-06,4.99e-07,0
326642,6331727,73,308,6,1e-06,0.0,0
326642,6332727,67,310,5,1e-06,4.99e-07,0
326642,6338727,67,298,11,1e-06,0.0,0
326642,6341727,37,245,7,1e-06,4.99e-07,0
326642,6342727,58,265,10,1e-06,4.99e-07,0
327642,6240727,22,289,7,1e-06,4.99e-07,0
327642,6247727,58,259,4,1e-06,0.0,0
327642,6251727,17,274,5,1e-06,4.99e-07,0
327642,6272727,63,256,10,1e-06,0.0,0
327642,6277727,76,69,5,1e-06,0.0,0
327642,6278727,69,250,5,1e-06,4.99e-07,0
327642,6280727,75,259,4,1e-06,0.0,0
327642,6281727,73,250,4,1e-06,0.0,0
327642,6321727,78,101,5,1e-06,4.99e-07,0
327642,6333727,74,310,5,1e-06,4.99e-07,0
327642,6336727,65,297,4,1e-06,0.0,0
327642,6337727,65,290,6,1e-06,0.0,0
327642,6338727,74,290,5,1e-06,0.0,0
328642,6239727,33,245,9,1e-06,0.0,0
328642,6243727,74,249,7,1e-06,0.0,0
328642,6244727,72,249,6,1e-06,0.0,0
328642,6315727,74,95,10,1e-06,4.99e-07,0
328642,6320727,65,276,4,1e-06,4.99e-07,0
328642,6324727,86,114,5,1e-06,0.0,0
328642,6325727,89,84,4,1e-06,0.0,0
328642,6327727,42,10,4,1e-06,0.0,0
328642,6334727,71,301,4,1e-06,0.0,0
328642,6335727,57,302,7,1e-06,0.0,0
328642,6336727,64,303,9,1e-06,0.0,0
328642,6341727,68,296,5,1e-06,0.0,0
329642,6239727,54,264,11,1e-06,4.99e-07,0
329642,6251727,86,76,4,1e-06,0.0,0
329642,6292727,78,81,4,1e-06,0.0,0
329642,6309727,78,260,8,1e-06,0.0,0
329642,6314727,6,197,6,1e-06,4.99e-07,0
329642,6315727,51,245,10,1e-06,4.99e-07,0
329642,6320727,17,188,2,4.855656075009973,0.0,2
329642,6323727,80,114,4,1e-06,0.0,0
329642,6324727,83,110,5,1e-06,0.0,0
329642,6325727,62,285,7,1e-06,0.0,0
329642,6328727,71,114,4,1e-06,0.0,0
329642,6336727,70,303,12,1e-06,0.0,0
329642,6337727,63,303,5,1e-06,0.0,0
329642,6338727,34,291,4,1e-06,0.0,0
329642,6339727,33,270,4,1e-06,4.99e-07,0
329642,6341727,58,295,5,1e-06,0.0,0
329642,6343727,58,290,5,1e-06,0.0,0
330642,6239727,55,262,4,1e-06,4.99e-07,0
330642,6252727,56,76,4,1e-06,4.99e-07,0
330642,6298727,65,280,4,1e-06,4.99e-07,0
330642,6304727,51,248,10,1e-06,4.99e-07,0
330642,6309727,1,239,6,0.6809553805152532,0.0,0
330642,6314727,79,276,12,1e-06,0.0,0
330642,6324727,52,302,5,6.977701895378646,3.4888509466893227,0
330642,6327727,75,109,8,1e-06,0.0,0
330642,6330727,60,98,12,1e-06,4.99e-07,0
330642,6332727,56,304,6,1e-06,0.0,0
330642,6336727,75,306,10,1e-06,0.0,0
330642,6338727,65,298,9,1e-06,0.0,0
330642,6340727,43,296,10,1e-06,0.0,0
330642,6341727,52,307,6,1e-06,4.99e-07,0
331642,6253727,69,72,6,1e-06,4.99e-07,0
331642,6302727,72,87,4,1e-06,4.99e-07,0
331642,6303727,80,274,11,1e-06,4.99e-07,0
331642,6305727,54,67,5,1e-06,4.99e-07,0
331642,6306727,68,252,4,1e-06,4.99e-07,0
331642,6310727,31,261,9,1e-06,4.99e-07,0
331642,6314727,79,276,16,1e-06,0.0,0
331642,6318727,41,106,5,1e-06,4.99e-07,0
331642,6328727,72,94,7,1e-06,4.99e-07,0
331642,6332727,53,70,13,1e-06,4.99e-07,0
331642,6333727,43,44,10,1e-06,0.0,0
331642,6334727,61,325,7,1e-06,4.99e-07,0
331642,6336727,78,312,10,1e-06,4.99e-07,0
331642,6338727,60,304,7,1e-06,4.99e-07,0
331642,6339727,59,302,10,1e-06,0.0,0
331642,6340727,62,302,7,1e-06,0.0,0
331642,6344727,54,303,5,1e-06,0.0,0
332642,6270727,25,164,4,1e-06,0.0,0
332642,6302727,3,126,2,24.08714536529172,11.513322620142594,2
332642,6304727,52,88,5,1e-06,4.99e-07,0
332642,6307727,17,136,8,1e-06,4.99e-07,0
332642,6310727,71,95,6,1e-06,4.99e-07,0
332642,6312727,7,159,19,1e-06,0.0,0
332642,6313727,53,98,4,1e-06,4.99e-07,0
332642,6316727,37,110,8,1e-06,4.99e-07,0
332642,6317727,63,102,12,1e-06,4.99e-07,0
332642,6318727,58,109,11,1e-06,4.99e-07,0
332642,6333727,63,94,5,1e-06,4.99e-07,0
332642,6337727,70,316,7,1e-06,4.99e-07,0
332642,6338727,51,317,5,1e-06,4.99e-07,0
332642,6340727,48,301,8,1e-06,0.0,0
332642,6341727,48,305,13,1e-06,4.99e-07,0
332642,6344727,39,298,8,1e-06,0.0,0
332642,6345727,55,317,4,1e-06,4.99e-07,0
332642,6463727,55,160,5,1e-06,0.0,0
333642,6253727,62,73,11,1e-06,4.99e-07,0
333642,6303727,34,255,4,1e-06,4.99e-07,0
333642,6304727,21,237,8,1e-06,4.99e-07,0
333642,6309727,31,252,19,1e-06,4.99e-07,0
333642,6312727,38,265,13,1e-06,4.99e-07,0
333642,6315727,22,257,4,1e-06,4.99e-07,0
333642,6316727,27,258,11,1e-06,4.99e-07,0
333642,6317727,23,225,7,1e-06,4.99e-07,0
333642,6321727,37,298,11,1e-06,4.99e-07,0
333642,6322727,30,286,4,1e-06,4.99e-07,0
333642,6337727,42,333,4,1e-06,4.99e-07,0
333642,6338727,45,338,8,1e-06,4.99e-07,0
333642,6341727,53,310,9,1e-06,4.99e-07,0
333642,6344727,36,313,13,1e-06,4.99e-07,0
333642,6345727,42,315,6,1e-06,4.99e-07,0
333642,6346727,43,315,14,1e-06,4.99e-07,0
334642,6252727,51,68,19,1e-06,4.99e-07,0
334642,6254727,26,63,8,1e-06,4.99e-07,0
334642,6277727,20,333,4,1e-06,4.99e-07,0
334642,6278727,34,316,5,1e-06,0.0,0
334642,6303727,47,260,9,1e-06,4.99e-07,0
334642,6307727,34,251,6,1e-06,0.0,0
334642,6308727,38,248,8,1e-06,0.0,0
334642,6310727,35,255,4,1e-06,4.99e-07,0
334642,6317727,37,261,4,1e-06,0.0,0
334642,6318727,37,256,13,1e-06,0.0,0
334642,6319727,37,236,4,1e-06,0.0,0
334642,6321727,53,285,14,1e-06,0.0,0
334642,6322727,54,280,4,1e-06,4.99e-07,0
334642,6327727,15,12,4,1e-06,0.0,0
334642,6331727,70,108,5,1e-06,4.99e-07,0
334642,6341727,41,320,7,1e-06,4.99e-07,0
334642,6343727,37,315,9,1e-06,4.99e-07,0
334642,6344727,32,319,5,1e-06,4.99e-07,0
334642,6345727,37,318,7,1e-06,4.99e-07,0
334642,6346727,29,319,8,1e-06,4.99e-07,0
334642,6464727,44,165,4,1e-06,0.0,0
335642,6252727,65,251,5,1e-06,4.99e-07,0
335642,6273727,26,56,17,1e-06,4.99e-07,0
335642,6275727,20,336,7,1e-06,0.0,0
335642,6292727,6,290,4,1e-06,4.99e-07,0
335642,6303727,46,257,7,1e-06,0.0,0
335642,6306727,15,239,8,1e-06,0.0,0
335642,6309727,20,242,9,1e-06,0.0,0
335642,6315727,24,237,4,1e-06,0.0,0
335642,6318727,34,251,11,1e-06,0.0,0
335642,6322727,55,282,5,1e-06,0.0,0
335642,6329727,5,78,2,1.021448763237089,0.0,2
335642,6331727,70,115,9,1e-06,0.0,0
335642,6343727,37,316,7,1e-06,4.99e-07,0
335642,6345727,38,312,8,1e-06,4.99e-07,0
336642,6251727,59,255,5,1e-06,4.99e-07,0
336642,6252727,78,258,20,1e-06,0.0,0
336642,6253727,75,268,5,1e-06,0.0,0
336642,6258727,73,263,4,1e-06,4.99e-07,0
336642,6264727,55,55,6,1e-06,0.0,0
336642,6265727,44,2,5,1e-06,0.0,0
336642,6273727,21,66,8,1e-06,4.99e-07,0
336642,6274727,65,273,7,1e-06,4.99e-07,0
336642,6303727,28,258,11,1e-06,4.99e-07,0
336642,6305727,18,235,9,1e-06,4.99e-07,0
336642,6319727,28,246,21,1e-06,0.0,0
336642,6320727,30,225,7,1e-06,4.99e-07,0
336642,6325727,66,283,4,1e-06,0.0,0
336642,6344727,35,323,4,1e-06,4.99e-07,0
336642,6462727,27,344,4,1e-06,4.99e-07,0
337642,6252727,73,256,10,1e-06,0.0,0
337642,6265727,47,73,4,1e-06,4.99e-07,0
337642,6272727,30,176,4,2.428468074544106,1.214234036272053,2
337642,6274727,43,253,8,1e-06,4.99e-07,0
337642,6275727,66,275,6,1e-06,0.0,0
337642,6278727,47,94,8,1e-06,4.99e-07,0
337642,6303727,29,260,6,1e-06,4.99e-07,0
337642,6305727,13,260,5,1e-06,4.99e-07,0
337642,6306727,16,261,5,1e-06,4.99e-07,0
337642,6312727,43,126,6,1e-06,0.0,0
337642,6313727,21,220,10,1e-06,4.99e-07,0
337642,6318727,23,218,5,1e-06,4.99e-07,0
337642,6319727,28,232,6,1e-06,4.99e-07,0
337642,6321727,29,224,10,1e-06,4.99e-07,0
337642,6322727,29,206,8,1e-06,4.99e-07,0
337642,6328727,62,311,7,1e-06,4.99e-07,0
337642,6334727,46,123,4,1e-06,0.0,0
337642,6335727,35,99,4,1e-06,4.99e-07,0
337642,6347727,31,315,10,1e-06,4.99e-07,0
338642,6252727,59,252,4,1e-06,0.0,0
338642,6279727,73,274,4,1e-06,4.99e-07,0
338642,6291727,45,273,4,1e-06,4.99e-07,0
338642,6292727,20,278,7,1e-06,4.99e-07,0
338642,6312727,16,150,12,1e-06,0.0,0
338642,6313727,20,160,6,1e-06,0.0,0
338642,6314727,19,270,6,1e-06,4.99e-07,0
338642,6318727,25,179,7,1e-06,4.99e-07,0
338642,6319727,19,185,5,1e-06,4.99e-07,0
338642,6323727,16,155,11,1e-06,0.0,0
338642,6337727,57,101,9,1e-06,4.99e-07,0
339642,6271727,51,247,7,1e-06,0.0,0
339642,6273727,59,246,13,1e-06,0.0,0
339642,6295727,11,355,4,1e-06,0.0,0
339642,6301727,11,303,5,1e-06,4.99e-07,0
339642,6302727,24,78,5,1e-06,4.99e-07,0
339642,6310727,40,279,11,1e-06,4.99e-07,0
339642,6312727,40,262,4,1e-06,4.99e-07,0
339642,6313727,38,242,12,1e-06,4.99e-07,0
339642,6314727,39,164,7,1e-06,0.0,0
339642,6317727,19,220,7,1e-06,4.99e-07,0
339642,6318727,16,199,4,1e-06,4.99e-07,0
339642,6322727,24,142,11,1e-06,0.0,0
339642,6323727,15,131,8,1e-06,0.0,0
339642,6324727,13,106,6,1e-06,4.99e-07,0
339642,6325727,45,104,6,1e-06,4.99e-07,0
339642,6326727,21,110,6,1e-06,4.99e-07,0
339642,6327727,47,296,14,1e-06,0.0,0
339642,6334727,28,327,7,1e-06,4.99e-07,0
339642,6346727,61,323,4,1e-06,4.99e-07,0
340642,6270727,62,252,7,1e-06,0.0,0
340642,6294727,50,275,9,1e-06,4.99e-07,0
340642,6295727,51,270,5,1e-06,4.99e-07,0
340642,6310727,39,261,8,1e-06,0.0,0
340642,6312727,39,256,8,1e-06,0.0,0
340642,6313727,51,264,8,1e-06,4.99e-07,0
340642,6318727,19,227,7,1e-06,4.99e-07,0
340642,6321727,27,128,4,1e-06,0.0,0
340642,6322727,23,137,5,1e-06,0.0,0
340642,6324727,15,69,4,1e-06,4.99e-07,0
340642,6328727,62,346,7,1e-06,4.99e-07,0
340642,6333727,40,316,13,1e-06,4.99e-07,0
340642,6335727,36,305,5,1e-06,4.99e-07,0
340642,6336727,16,330,6,1e-06,4.99e-07,0
341642,6263727,28,239,5,1e-06,4.99e-07,0
341642,6269727,63,249,5,1e-06,0.0,0
341642,6296727,65,261,4,1e-06,0.0,0
341642,6307727,55,256,7,1e-06,0.0,0
341642,6310727,50,251,4,1e-06,0.0,0
341642,6311727,57,251,4,1e-06,0.0,0
341642,6313727,47,265,7,1e-06,4.99e-07,0
341642,6318727,16,218,4,1e-06,4.99e-07,0
341642,6325727,23,9,6,1e-06,0.0,0
341642,6326727,15,5,4,1e-06,0.0,0
341642,6327727,19,358,5,1e-06,0.0,0
341642,6335727,34,300,9,1e-06,0.0,0
341642,6336727,37,310,5,1e-06,4.99e-07,0
342642,6263727,41,241,4,1e-06,0.0,0
342642,6318727,10,265,10,1e-06,4.99e-07,0
342642,6321727,9,166,4,1e-06,0.0,0
342642,6326727,28,60,7,1e-06,4.99e-07,0
342642,6331727,44,323,5,1e-06,4.99e-07,0
342642,6346727,64,127,5,1e-06,0.0,0
343642,6334727,44,295,6,1e-06,0.0,0
343642,6336727,47,292,7,1e-06,0.0,0
343642,6346727,30,329,5,1e-06,0.0,0
344642,6318727,72,76,4,1e-06,4.99e-07,0
344642,6335727,16,274,11,1e-06,4.99e-07,0
344642,6339727,66,295,10,1e-06,0.0,0
344642,6341727,68,290,6,1e-06,0.0,0
345642,6331727,61,101,6,1e-06,4.99e-07,0
345642,6332727,74,101,8,1e-06,4.99e-07,0
345642,6334727,72,111,4,1e-06,0.0,0
345642,6335727,69,116,7,1e-06,0.0,0
345642,6336727,20,79,5,1e-06,4.99e-07,0
345642,6338727,52,293,4,1e-06,0.0,0
346642,6305727,51,109,12,1e-06,4.99e-07,0
346642,6331727,19,178,7,1e-06,0.0,0
346642,6332727,75,94,9,1e-06,4.99e-07,0
346642,6333727,81,100,5,1e-06,0.0,0
346642,6334727,72,111,4,1e-06,0.0,0
346642,6335727,76,111,6,1e-06,0.0,0
347642,6339727,52,118,4,1e-06,0.0,0
348642,6295727,22,60,6,1e-06,4.99e-07,0
348642,6338727,52,130,6,1e-06,0.0,0
348642,6339727,65,134,11,1e-06,0.0,0
348642,6345727,27,256,9,1e-06,0.0,0
350642,6336727,71,138,6,1e-06,0.0,0
350642,6342727,62,121,5,1e-06,0.0,0
350642,6343727,53,105,4,1e-06,4.99e-07,0
350642,6347727,67,1,7,1e-06,4.99e-07,0
351642,6335727,32,105,6,1e-06,4.99e-07,0
351642,6338727,79,167,7,1e-06,4.99e-07,0
351642,6339727,64,171,7,1e-06,4.99e-07,0
351642,6340727,58,182,7,1e-06,4.99e-07,0
351642,6341727,60,205,4,1e-06,4.99e-07,0
352642,6329727,70,307,7,1e-06,0.0,0
352642,6335727,13,45,9,1e-06,0.0,0
352642,6346727,75,287,6,1e-06,0.0,0
352642,6347727,78,357,8,1e-06,4.99e-07,0
353642,6323727,51,328,7,1e-06,0.0,0
353642,6336727,38,206,6,1e-06,4.99e-07,0
353642,6339727,74,321,3,2.425518294566999,0.0,3
353642,6346727,8,282,8,1e-06,4.99e-07,0
353642,6347727,71,311,4,1e-06,0.0,0
354642,6324727,60,327,7,1e-06,4.99e-07,0
354642,6325727,59,322,5,1e-06,4.99e-07,0
354642,6329727,58,358,11,1e-06,4.99e-07,0
354642,6336727,50,217,8,1e-06,4.99e-07,0
354642,6341727,48,339,7,4.535614235504006,0.0,0
354642,6342727,83,179,9,1e-06,4.99e-07,0
354642,6346727,82,70,4,1e-06,0.0,0
355642,6324727,52,329,6,1e-06,4.99e-07,0
355642,6329727,64,333,6,1e-06,4.99e-07,0
355642,6340727,15,280,10,1e-06,0.0,0
356642,6323727,11,224,10,1e-06,4.99e-07,0
356642,6324727,22,311,9,1e-06,0.0,0
356642,6338727,58,75,8,1e-06,4.99e-07,0
356642,6339727,74,66,5,1e-06,0.0,0
357642,6323727,66,234,4,1e-06,0.0,0
357642,6333727,64,115,11,1e-06,0.0,0
357642,6344727,45,191,9,1e-06,4.99e-07,0
357642,6347727,43,133,9,1e-06,0.0,0
358642,6327727,44,194,7,1e-06,4.99e-07,0
358642,6341727,63,247,8,1e-06,0.0,0
358642,6344727,71,204,4,1e-06,4.99e-07,0
359642,6327727,55,245,4,1e-06,0.0,0
359642,6338727,33,9,5,1e-06,0.0,0
359642,6339727,29,14,6,1e-06,0.0,0
359642,6340727,45,207,5,1e-06,4.99e-07,0
359642,6341727,74,258,10,1e-06,0.0,0
363642,6409727,27,217,4,1e-06,4.99e-07,0
380642,6459727,56,108,8,1e-06,0.0,0
382642,6461727,69,126,4,1e-06,0.0,0
385642,6450727,21,245,5,1e-06,0.0,0
388642,6451727,38,17,4,1e-06,0.0,0
389642,6451727,22,253,7,1e-06,4.99e-07,0
390642,6450727,59,176,5,1e-06,4.99e-07,0
390642,6451727,32,138,25,1e-06,0.0,0
390642,6452727,51,331,18,1e-06,4.99e-07,0
390642,6453727,45,317,25,1e-06,4.99e-07,0
390642,6460727,80,170,4,1e-06,4.99e-07,0
391642,6449727,56,123,6,1e-06,0.0,0
391642,6451727,54,161,30,1e-06,4.99e-07,0
391642,6452727,23,194,7,1e-06,4.99e-07,0
391642,6453727,44,343,5,1e-06,4.99e-07,0
392642,6451727,44,158,23,1e-06,0.0,0
392642,6452727,36,121,13,1e-06,0.0,0
393642,6427727,69,160,4,1e-06,0.0,0
393642,6428727,59,346,5,1e-06,4.99e-07,0
393642,6433727,54,322,5,3.6656814507081705,0.0,0
393642,6434727,65,12,5,1e-06,4.99e-07,0
393642,6435727,37,145,4,1e-06,0.0,0
393642,6450727,83,120,4,1e-06,0.0,0
394642,6428727,44,122,4,1e-06,0.0,0
394642,6429727,30,157,4,1e-06,0.0,0
394642,6431727,55,159,7,1e-06,0.0,0
394642,6432727,38,69,6,1e-06,0.0,0
394642,6433727,17,63,12,1e-06,0.0,0
394642,6434727,70,357,11,1e-06,4.99e-07,0
394642,6435727,33,125,10,1e-06,0.0,0
394642,6449727,33,251,10,1e-06,4.99e-07,0
394642,6450727,57,305,20,1e-06,0.0,0
394642,6451727,40,283,20,1e-06,4.99e-07,0
394642,6464727,47,153,4,1e-06,0.0,0
395642,6428727,60,139,5,1e-06,0.0,0
395642,6429727,62,321,5,1e-06,4.99e-07,0
395642,6430727,69,324,4,1e-06,4.99e-07,0
395642,6434727,61,17,4,1e-06,4.99e-07,0
395642,6435727,50,31,14,1e-06,0.0,0
395642,6436727,63,155,9,1e-06,4.99e-07,0
395642,6450727,50,321,9,1e-06,0.0,0
395642,6451727,55,307,8,1e-06,0.0,0
395642,6452727,47,321,10,1e-06,4.99e-07,0
395642,6453727,78,98,4,1e-06,4.99e-07,0
395642,6472727,47,220,6,1e-06,4.99e-07,0
396642,6431727,33,96,5,1e-06,0.0,0
396642,6432727,52,136,7,1e-06,0.0,0
396642,6433727,31,137,7,1e-06,0.0,0
396642,6434727,69,177,13,1e-06,4.99e-07,0
396642,6435727,40,88,34,1e-06,0.0,0
396642,6436727,51,146,106,1e-06,4.99e-07,0
396642,6451727,47,301,6,1e-06,0.0,0
396642,6452727,22,303,9,1e-06,4.99e-07,0
396642,6453727,41,279,11,1e-06,4.99e-07,0
396642,6454727,38,2,16,1e-06,0.0,0
396642,6455727,44,333,2,7.931885788187341,0.0,2
396642,6456727,67,268,5,1e-06,0.0,0
396642,6464727,44,7,4,1e-06,0.0,0
396642,6465727,31,175,7,1e-06,4.99e-07,0
397642,6432727,53,151,5,1e-06,0.0,0
397642,6434727,72,141,8,1e-06,0.0,0
397642,6435727,55,94,23,1e-06,4.99e-07,0
397642,6436727,74,165,10,1e-06,4.99e-07,0
397642,6452727,39,327,6,1e-06,4.99e-07,0
398642,6457727,70,291,5,1e-06,0.0,0
398642,6460727,65,307,6,1e-06,4.99e-07,0
399642,6456727,59,337,6,1e-06,4.99e-07,0
399642,6462727,51,339,5,1e-06,4.99e-07,0
399642,6467727,27,84,6,1e-06,0.0,0
399642,6469727,70,72,4,1e-06,0.0,0
400642,6461727,71,356,6,1e-06,4.99e-07,0
400642,6467727,64,62,4,19.655545988509,9.8277729932545,0
400642,6472727,75,161,4,1e-06,4.99e-07,0
401642,6433727,68,85,6,1e-06,0.0,0
401642,6434727,32,3,20,1e-06,4.99e-07,0
401642,6456727,53,16,4,1e-06,4.99e-07,0
401642,6457727,20,3,5,1e-06,4.99e-07,0
401642,6461727,68,3,4,1e-06,4.99e-07,0
402642,6461727,73,0,6,1e-06,4.99e-07,0
403642,6436727,53,159,5,1e-06,0.0,0
403642,6437727,43,19,6,1e-06,4.99e-07,0
403642,6439727,73,169,5,1e-06,4.99e-07,0
403642,6440727,70,156,6,1e-06,4.99e-07,0
403642,6465727,57,332,4,1e-06,4.99e-07,0
404642,6438727,63,171,5,1e-06,4.99e-07,0
404642,6440727,55,153,8,1e-06,0.0,0
404642,6441727,55,145,5,1e-06,0.0,0
