,FIELD_STRU,SITE_NO,LONG_DEG_R,NEG_LAT_DE,LITHO_NO,STRAT_NAME,STRAT_UNIT,STRUCT_TYP,STRUCTURE_,COMMENTS,CONFIDENCE,LOCAL_GENE,OROGENY_CO,REGIONAL_G,AZIMUTH_OR,AZIMUTH_TR,AZIMUTH_AC,AZIMUTH_ME,INCLINATIO,INCLINAT_1,DATE_OF_FI,YOUNGING,FAULT_SEPA,FAULT_DISP,PLOT_PREFE,MIN_PLOT_S,HADE_VECTO,HADE_VEC_1,PLANE_OF_H,AFFECT_EL_,AFFECT_E_1,AFFECT_E_2,AFFECT_E_3,AFFECT_E_4,EASTING,NORTHING,X,Y,POINT_X,POINT_Y,DIP,DIP_DIR,geometry
5494,18134,241819,139.1894723,-33.1058555,25252,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,310,318,2,M,87,2,14/10/1991,,,,1,50,,,,,,0,,,331059.0,6335519.6044,331058.870111,6335519.6044,331058.870111,6335519.6044,87.0,318.0,POINT (331058.8701109614 6335519.604397129)
5495,18135,241822,139.1943573,-33.1006335,25253,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,124,132,2,M,71,2,14/10/1991,,,,1,50,,,,,,0,,,331505.0,6336106.50258,331504.783532,6336106.50258,331504.783532,6336106.50258,71.0,132.0,POINT (331504.7835321482 6336106.502578976)
5496,18138,241825,139.1906653,-33.1068385,25256,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,302,310,2,M,82,2,14/10/1991,,,,1,10,,,,,,0,,,331172.0,6335412.52654,331172.085185,6335412.52654,331172.085185,6335412.52654,82.0,310.0,POINT (331172.0851848683 6335412.526542927)
5501,18144,241832,138.2701014,-33.9548574,25265,ABC Range Quartzite,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,102,110,2,M,21,2,5/03/1992,+,,,2,50,,,,,,0,,,247730.0,6239491.09969,247730.324774,6239491.09969,247730.324774,6239491.09969,21.0,110.0,POINT (247730.3247736082 6239491.099686854)
5502,18145,241832,138.2701014,-33.9548574,25265,ABC Range Quartzite,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,87,95,2,M,14,2,5/03/1992,+,,,1,250,,,,,,0,,,247730.0,6239491.09969,247730.324774,6239491.09969,247730.324774,6239491.09969,14.0,95.0,POINT (247730.3247736082 6239491.099686854)
5508,18158,241843,139.1943483,-33.1164585,25272,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,316,324,2,M,59,2,14/10/1991,,,,1,10,,,,,,0,,,331534.0,6334351.7424,331534.160056,6334351.7424,331534.160056,6334351.7424,59.0,324.0,POINT (331534.16005583934 6334351.742401538)
5509,18160,241844,139.1938503,-33.1162985,25273,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,322,330,2,M,73,2,14/10/1991,,,,1,50,,,,,,0,,,331487.0,6334368.68345,331487.385154,6334368.68345,331487.385154,6334368.68345,73.0,330.0,POINT (331487.38515402505 6334368.68345456)
5510,18161,241850,139.1928423,-33.1160495,25274,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,308,316,2,M,63,2,14/10/1991,,,,1,10,,,,,,0,,,331393.0,6334394.6728,331392.850794,6334394.6728,331392.850794,6334394.6728,63.0,316.0,POINT (331392.8507941962 6334394.672802575)
5511,18162,241853,139.1923493,-33.1155875,25275,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,310,318,2,M,49,2,14/10/1991,,,,1,10,,,,,,0,,,331346.0,6334445.10838,331345.964577,6334445.10838,331345.964577,6334445.10838,49.0,318.0,POINT (331345.96457730856 6334445.108382214)
5512,18164,241859,139.1919713,-33.1153725,25276,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,318,326,2,M,71,2,14/10/1991,,,,1,50,,,,,,0,,,331310.0,6334468.34033,331310.281234,6334468.34033,331310.281234,6334468.34033,71.0,326.0,POINT (331310.2812337433 6334468.340332423)
5513,18166,241862,139.1912373,-33.1150455,25277,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,316,324,2,M,66,2,14/10/1991,,,,1,10,,,,,,0,,,331241.0,6334503.41817,331241.163966,6334503.41817,331241.163966,6334503.41817,66.0,324.0,POINT (331241.1639664865 6334503.418166203)
5514,18168,241865,139.1602883,-33.1071825,25279,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,300,308,2,M,69,2,15/10/1991,,,,1,50,,,,,,0,,,328338.0,6335325.05798,328337.902405,6335325.05798,328337.902405,6335325.05798,69.0,308.0,POINT (328337.9024047861 6335325.057976143)
5515,18170,241866,139.1618383,-33.1046545,25280,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,289,297,2,M,61,2,15/10/1991,,,,1,50,,,,,,0,,,328478.0,6335607.9124,328477.638247,6335607.9124,328477.638247,6335607.9124,61.0,297.0,POINT (328477.6382466627 6335607.912401054)
5516,18171,241867,139.1622423,-33.1003205,25281,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,300,308,2,M,51,2,15/10/1991,,,,1,50,,,,,,0,,,328507.0,6336089.14927,328506.920177,6336089.14927,328506.920177,6336089.14927,51.0,308.0,POINT (328506.9201772925 6336089.149274272)
5519,18174,241870,139.1426793,-33.0990615,25284,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,300,308,2,M,67,2,15/10/1991,,,,1,250,,,,,,0,,,326679.0,6336196.59125,326678.638958,6336196.59125,326678.638958,6336196.59125,67.0,308.0,POINT (326678.63895832514 6336196.591245951)
5520,18175,241872,139.1412673,-33.1031565,25286,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,300,308,2,M,66,2,15/10/1991,,,,1,50,,,,,,0,,,326555.0,6335740.18005,326554.902774,6335740.18005,326554.902774,6335740.18005,66.0,308.0,POINT (326554.9027742493 6335740.180050963)
5522,18180,241879,139.1282273,-33.1198485,25290,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,289,297,2,M,54,2,15/10/1991,,,,1,50,,,,,,0,,,325371.0,6333867.62351,325370.96064,6333867.62351,325370.96064,6333867.62351,54.0,297.0,POINT (325370.96063953976 6333867.623512106)
5524,18184,241883,139.1761133,-33.0819855,25292,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,293,301,2,M,53,2,15/10/1991,,,,1,50,,,,,,0,,,329766.0,6338144.8164,329766.14507,6338144.8164,329766.14507,6338144.8164,53.0,301.0,POINT (329766.14506978093 6338144.816398159)
5525,18186,241884,139.1772963,-33.0806795,25293,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,293,301,2,M,43,2,15/10/1991,,,,1,10,,,,,,0,,,329874.0,6338291.55026,329874.061025,6338291.55026,329874.061025,6338291.55026,43.0,301.0,POINT (329874.06102505175 6338291.550258782)
5526,18187,241885,139.1781113,-33.0806975,25294,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,120,128,2,M,70,2,15/10/1991,,,,1,50,,,,,,0,,,329950.0,6338290.87553,329950.175887,6338290.87553,329950.175887,6338290.87553,70.0,128.0,POINT (329950.1758874991 6338290.875529331)
5527,18188,241886,139.1801213,-33.0764805,25295,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,292,300,2,M,55,2,15/10/1991,,,,1,50,,,,,,0,,,330130.0,6338761.7304,330129.700221,6338761.7304,330129.700221,6338761.7304,55.0,300.0,POINT (330129.7002211943 6338761.7304013)
5528,18189,241887,139.1822143,-33.0754035,25296,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,294,302,2,M,65,2,15/10/1991,,,,1,50,,,,,,0,,,330323.0,6338884.53893,330323.022354,6338884.53893,330323.022354,6338884.53893,65.0,302.0,POINT (330323.022354092 6338884.538934991)
5529,18190,241889,139.1841253,-33.0762285,25297,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,294,302,2,M,63,2,15/10/1991,,,,1,50,,,,,,0,,,330503.0,6338796.14787,330503.007354,6338796.14787,330503.007354,6338796.14787,63.0,302.0,POINT (330503.0073535239 6338796.147874065)
5530,18191,241890,139.1845523,-33.0760225,25298,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,286,294,2,M,73,2,15/10/1991,,,,1,10,,,,,,0,,,330542.0,6338819.67964,330542.474603,6338819.67964,330542.474603,6338819.67964,73.0,294.0,POINT (330542.4746025382 6338819.679639971)
5531,18193,241892,139.1857003,-33.0755765,25299,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,283,291,2,M,57,2,15/10/1991,,,,1,50,,,,,,0,,,330649.0,6338870.98724,330648.790894,6338870.98724,330648.790894,6338870.98724,57.0,291.0,POINT (330648.7908935491 6338870.987236959)
5535,18199,241902,139.1843363,-33.0716365,25309,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,300,308,2,M,75,2,21/10/1991,,,,1,50,,,,,,0,,,330514.0,6339305.66846,330513.896671,6339305.66846,330513.896671,6339305.66846,75.0,308.0,POINT (330513.89667122194 6339305.668459272)
5536,18200,241907,139.1815473,-33.0684955,25310,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,284,292,2,M,58,2,21/10/1991,,,,1,50,,,,,,0,,,330247.0,6339649.44786,330247.483512,6339649.44786,330247.483512,6339649.44786,58.0,292.0,POINT (330247.483511952 6339649.4478582805)
5537,18202,241911,139.1800743,-33.0681055,25313,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,281,289,2,M,75,2,21/10/1991,,,,1,10,,,,,,0,,,330109.0,6339690.30932,330109.210398,6339690.30932,330109.210398,6339690.30932,75.0,289.0,POINT (330109.2103979428 6339690.309321582)
5541,18207,241921,139.1873083,-33.0677125,25318,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,303,311,2,M,6,2,21/10/1991,,,,1,250,,,,,,0,,,330784.0,6339745.57283,330783.846726,6339745.57283,330783.846726,6339745.57283,6.0,311.0,POINT (330783.8467263094 6339745.57283072)
5577,18271,241963,139.1512853,-33.0811955,25359,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,288,296,2,M,74,2,11/06/1992,,,,1,10,,,,,,0,,,327447.0,6338191.85667,327446.936099,6338191.85667,327446.936099,6338191.85667,74.0,296.0,POINT (327446.9360993215 6338191.856671786)
5578,18273,241964,139.1513923,-33.0819835,25361,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,282,290,2,M,65,2,11/06/1992,,,,1,50,,,,,,0,,,327458.0,6338104.65522,327458.463881,6338104.65522,327458.463881,6338104.65522,65.0,290.0,POINT (327458.46388069954 6338104.655221088)
5580,18277,241966,139.1522513,-33.0834205,25363,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,290,298,2,M,60,2,11/06/1992,,,,1,50,,,,,,0,,,327541.0,6337946.72575,327541.456692,6337946.72575,327541.456692,6337946.72575,60.0,298.0,POINT (327541.456691568 6337946.725752321)
5581,18279,241967,139.1531193,-33.0841985,25364,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,284,292,2,M,65,2,11/06/1992,,,,1,10,,,,,,0,,,327624.0,6337861.8837,327624.000863,6337861.8837,327624.000863,6337861.8837,65.0,292.0,POINT (327624.0008626892 6337861.883695444)
5586,18305,241980,139.1709043,-33.0949285,25377,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,300,308,2,M,78,2,15/06/1992,,,,1,50,,,,,,0,,,329305.0,6336701.17224,329304.91315,6336701.17224,329304.91315,6336701.17224,78.0,308.0,POINT (329304.91315039655 6336701.17223708)
5587,18307,241981,139.1744243,-33.0907825,25378,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,302,310,2,M,67,2,15/06/1992,,,,1,50,,,,,,0,,,329625.0,6337166.6233,329625.451784,6337166.6233,329625.451784,6337166.6233,67.0,310.0,POINT (329625.45178378106 6337166.623296559)
5594,18317,241988,139.1697033,-33.0639705,25385,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,298,306,2,M,73,2,15/06/1992,,,,1,50,,,,,,0,,,329133.0,6340131.98101,329132.945368,6340131.98101,329132.945368,6340131.98101,73.0,306.0,POINT (329132.9453680222 6340131.981010679)
5595,18318,241989,139.1667383,-33.0638395,25386,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,280,288,2,M,61,2,15/05/1992,,,,1,10,,,,,,0,,,328856.0,6340141.67654,328855.856116,6340141.67654,328855.856116,6340141.67654,61.0,288.0,POINT (328855.85611638933 6340141.6765388595)
5602,18332,242002,139.1413523,-33.1220755,25394,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,310,318,2,M,70,2,16/06/1992,,,,1,50,,,,,,0,,,326600.0,6333642.47214,326600.02528,6333642.47214,326600.02528,6333642.47214,70.0,318.0,POINT (326600.0252798543 6333642.472142659)
5603,18334,242001,139.1413843,-33.1200255,25395,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,300,308,2,M,68,2,16/06/1992,,,,1,50,,,,,,0,,,326599.0,6333869.84126,326598.980502,6333869.84126,326598.980502,6333869.84126,68.0,308.0,POINT (326598.9805018769 6333869.841256889)
5606,18339,241997,139.1533833,-33.1149175,25399,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,294,302,2,M,62,2,16/06/1992,,,,1,50,,,,,,0,,,327709.0,6334456.03226,327708.617385,6334456.03226,327708.617385,6334456.03226,62.0,302.0,POINT (327708.6173847957 6334456.032256108)
5607,18341,241996,139.1521223,-33.1099435,25400,,,SPSH,Originally horizontal sedimentary bedding,Bedding that was originally horizontal during deposition. (NB: This does not indicate the present structural orientation of bedding).,,0,DEL,0,300,308,2,M,70,2,16/06/1992,,,,1,50,,,,,,0,,,327581.0,6335005.50355,327581.227333,6335005.50355,327581.227333,6335005.50355,70.0,308.0,POINT (327581.2273325542 6335005.50355136)
